country,city,station,date,time,day,month,year,hour,min,temperature,relative_temperature,wind,wind_dir,wind_gust,rel_humidity,dew_point,pressure,icon,description
mexico,Mexico City,LICENCIADO BENITO J,31-12-2019,09:45,31,12,2019,9,45,16,16,6,100,N/A,52,6,1029.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,31-12-2019,10:50,31,12,2019,10,50,19,19,6,180,N/A,43,6,1028.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,31-12-2019,11:29,31,12,2019,11,29,21,21,6,100,N/A,38,6,1028.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,31-12-2019,11:48,31,12,2019,11,48,21,21,9,100,N/A,33,4,1027.0,,Clear  3-Hour Pressure Decreasing: 1 mb
mexico,Mexico City,LICENCIADO BENITO J,31-12-2019,13:48,31,12,2019,13,48,24,23,6,200,N/A,22,1,1024.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,31-12-2019,14:45,31,12,2019,14,45,24,23,7,200,N/A,21,0,1023.0,,Few Clouds at 610m  3-Hour Pressure Decreasing: 3.4 mb
mexico,Mexico City,LICENCIADO BENITO J,31-12-2019,15:45,31,12,2019,15,45,24,23,9,100,N/A,21,0,1022.0,,Few Clouds at 610m
mexico,Mexico City,LICENCIADO BENITO J,31-12-2019,16:46,31,12,2019,16,46,24,23,7,160,N/A,21,0,1022.0,,Few Clouds at 610m
mexico,Mexico City,LICENCIADO BENITO J,31-12-2019,17:45,31,12,2019,17,45,23,22,9,170,N/A,27,3,1023.0,,Scattered Clouds at 610m  3-Hour Pressure Decreasing: 0.5 mb
mexico,Mexico City,LICENCIADO BENITO J,31-12-2019,18:46,31,12,2019,18,46,22,21,22,140,N/A,38,7,1024.0,,Few Clouds at 610m
mexico,Mexico City,LICENCIADO BENITO J,31-12-2019,19:03,31,12,2019,19,3,20,20,7,230,N/A,40,6,1024.0,,Few Clouds at 610m
mexico,Mexico City,LICENCIADO BENITO J,31-12-2019,19:45,31,12,2019,19,45,19,19,7,160,N/A,40,5,1025.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,31-12-2019,20:23,31,12,2019,20,23,17,17,19,50,N/A,52,7,1025.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,31-12-2019,21:45,31,12,2019,21,45,17,17,15,140,N/A,52,7,1026.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,31-12-2019,22:45,31,12,2019,22,45,17,17,7,200,N/A,49,6,1026.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,31-12-2019,23:45,31,12,2019,23,45,16,16,0,Calm,N/A,55,7,1026.0,,Few Clouds at 6700m  3-Hour Pressure Increasing: 0.6 mb
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,00:00,1,1,2019,0,0,9,6,19,250,N/A,76,5,1034.0,,Scattered Clouds at 730m
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,00:30,1,1,2019,0,30,9,6,19,250,N/A,76,5,1034.0,,Scattered Clouds at 730m
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,01:00,1,1,2019,1,0,8,5,17,250,N/A,82,5,1034.0,,Scattered Clouds at 730m
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,01:30,1,1,2019,1,30,8,5,17,240,N/A,82,5,1034.0,,Scattered Clouds at 730m
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,02:00,1,1,2019,2,0,8,5,15,250,N/A,87,6,1034.0,,Scattered Clouds at 1200m
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,02:30,1,1,2019,2,30,9,7,15,250,N/A,82,6,1034.0,,"Few Clouds at 550m, Broken Clouds at 1200m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,03:00,1,1,2019,3,0,9,7,15,250,N/A,82,6,1035.0,,"Few Clouds at 550m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,03:30,1,1,2019,3,30,9,6,19,250,N/A,82,6,1035.0,,"Few Clouds at 550m, Broken Clouds at 1200m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,04:00,1,1,2019,4,0,9,6,20,260,N/A,82,6,1035.0,,"Few Clouds at 490m, Broken Clouds at 730m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,04:30,1,1,2019,4,30,8,5,20,260,N/A,87,6,1035.0,,"Few Clouds at 490m, Broken Clouds at 730m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,05:00,1,1,2019,5,0,9,6,17,260,N/A,82,6,1035.0,,"Few Clouds at 490m, Broken Clouds at 730m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,05:30,1,1,2019,5,30,9,6,19,260,N/A,82,6,1035.0,,"Scattered Clouds at 490m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,07:00,1,1,2019,7,0,9,7,15,250,N/A,82,6,1035.0,,"Few Clouds at 300m, Broken Clouds at 430m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,07:30,1,1,2019,7,30,9,6,19,260,N/A,87,7,1036.0,,"Few Clouds at 300m, Broken Clouds at 430m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,08:00,1,1,2019,8,0,9,6,20,270,N/A,87,7,1036.0,,"Few Clouds at 240m, Broken Clouds at 370m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,08:30,1,1,2019,8,30,9,6,19,270,N/A,87,7,1036.0,,"Few Clouds at 240m, Broken Clouds at 300m, Broken Clouds at 430m Light Drizzle"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,09:00,1,1,2019,9,0,8,5,17,260,N/A,93,7,1037.0,,"Scattered Clouds at 300m, Broken Clouds at 640m, Broken Clouds at 1000m Light Drizzle"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,09:30,1,1,2019,9,30,8,5,17,270,N/A,93,7,1037.0,,"Few Clouds at 210m, Scattered Clouds at 270m, Broken Clouds at 370m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,10:00,1,1,2019,10,0,8,5,17,270,N/A,93,7,1037.0,,"Few Clouds at 210m, Scattered Clouds at 400m, Broken Clouds at 580m Light Drizzle and Rain"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,10:30,1,1,2019,10,30,8,5,17,260,N/A,100,8,1037.0,,"Few Clouds at 150m, Scattered Clouds at 210m, Broken Clouds at 270m Light Drizzle and Rain"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,11:00,1,1,2019,11,0,9,6,19,280,N/A,94,8,1037.0,,"Few Clouds at 150m, Scattered Clouds at 210m, Broken Clouds at 270m Light Drizzle and Rain"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,11:30,1,1,2019,11,30,9,6,20,280,N/A,94,8,1038.0,,"Few Clouds at 120m, Scattered Clouds at 180m, Broken Clouds at 340m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,12:00,1,1,2019,12,0,9,6,19,290,N/A,94,8,1038.0,,"Few Clouds at 120m, Scattered Clouds at 180m, Broken Clouds at 400m Light Drizzle and Rain"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,12:30,1,1,2019,12,30,9,6,17,310,N/A,94,8,1038.0,,"Few Clouds at 120m, Scattered Clouds at 180m, Broken Clouds at 270m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,13:00,1,1,2019,13,0,9,7,13,330,N/A,94,8,1038.0,,"Few Clouds at 120m, Broken Clouds at 210m, Cloudy at 270m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,13:30,1,1,2019,13,30,9,7,15,40,N/A,94,8,1038.0,,"Broken Clouds at 150m, Broken Clouds at 240m, Cloudy at 300m Light Drizzle and Rain"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,14:00,1,1,2019,14,0,8,6,11,30,N/A,93,7,1038.0,,"Broken Clouds at 150m, Broken Clouds at 240m, Cloudy at 300m Light Drizzle and Rain"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,14:30,1,1,2019,14,30,8,5,17,20,N/A,93,7,1038.0,,"Scattered Clouds at 90m, Broken Clouds at 180m, Broken Clouds at 520m Light Drizzle"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,15:00,1,1,2019,15,0,8,6,13,360,N/A,93,7,1038.0,,"Few Clouds at 90m, Scattered Clouds at 210m, Broken Clouds at 520m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,15:30,1,1,2019,15,30,8,6,13,360,N/A,93,7,1038.0,,"Few Clouds at 90m, Scattered Clouds at 210m, Broken Clouds at 520m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,16:00,1,1,2019,16,0,7,5,11,350,N/A,93,6,1039.0,,"Scattered Clouds at 400m, Broken Clouds at 580m, Broken Clouds at 730m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,16:30,1,1,2019,16,30,7,5,11,350,N/A,93,6,1039.0,,"Few Clouds at 400m, Scattered Clouds at 550m, Broken Clouds at 730m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,17:00,1,1,2019,17,0,7,5,9,10,N/A,87,5,1039.0,,"Few Clouds at 400m, Broken Clouds at 730m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,17:30,1,1,2019,17,30,6,4,11,10,N/A,87,4,1040.0,,"Few Clouds at 400m, Broken Clouds at 730m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,18:00,1,1,2019,18,0,5,3,9,10,N/A,87,3,1040.0,,"Few Clouds at 400m, Broken Clouds at 760m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,18:30,1,1,2019,18,30,6,4,7,20,N/A,87,4,1040.0,,"Few Clouds at 400m, Broken Clouds at 760m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,19:00,1,1,2019,19,0,5,3,7,10,N/A,87,3,1041.0,,"Few Clouds at 400m, Broken Clouds at 820m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,19:30,1,1,2019,19,30,5,3,7,360,N/A,87,3,1041.0,,"Few Clouds at 400m, Broken Clouds at 820m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,20:00,1,1,2019,20,0,5,2,11,360,N/A,87,3,1041.0,,"Few Clouds at 400m, Broken Clouds at 820m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,20:30,1,1,2019,20,30,3,1,7,360,N/A,87,1,1041.0,,"Few Clouds at 400m, Broken Clouds at 850m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,21:00,1,1,2019,21,0,3,0,9,20,N/A,87,1,1041.0,,"Few Clouds at 400m, Broken Clouds at 850m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,21:30,1,1,2019,21,30,3,0,11,10,N/A,87,1,1041.0,,"Few Clouds at 400m, Broken Clouds at 850m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,22:00,1,1,2019,22,0,2,0,6,Variable at,N/A,93,1,1041.0,,"Few Clouds at 400m, Broken Clouds at 850m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,22:30,1,1,2019,22,30,2,0,6,Variable at,N/A,93,1,1041.0,,"Few Clouds at 400m, Broken Clouds at 850m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,23:00,1,1,2019,23,0,3,2,6,Variable at,N/A,87,1,1041.0,,"Few Clouds at 400m, Broken Clouds at 850m"
ireland,Dublin,DUBLIN AIRPORT,01-01-2019,23:30,1,1,2019,23,30,4,3,6,290,N/A,87,2,1042.0,,"Few Clouds at 400m, Broken Clouds at 850m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,00:00,2,1,2019,0,0,4,3,6,Variable at,N/A,87,2,1042.0,,"Few Clouds at 400m, Broken Clouds at 850m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,00:30,2,1,2019,0,30,4,3,6,Variable at,N/A,87,2,1042.0,,"Few Clouds at 400m, Broken Clouds at 850m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,01:00,2,1,2019,1,0,4,3,6,290,N/A,93,3,1042.0,,"Few Clouds at 400m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,01:30,2,1,2019,1,30,5,5,4,Variable at,N/A,87,3,1042.0,,"Few Clouds at 400m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,02:00,2,1,2019,2,0,5,5,2,Variable at,N/A,87,3,1042.0,,"Few Clouds at 400m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,02:30,2,1,2019,2,30,5,5,4,Variable at,N/A,87,3,1043.0,,"Few Clouds at 400m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,03:00,2,1,2019,3,0,5,5,0,Calm,N/A,87,3,1043.0,,"Few Clouds at 400m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,03:30,2,1,2019,3,30,5,5,2,Variable at,N/A,87,3,1043.0,,"Few Clouds at 400m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,04:00,2,1,2019,4,0,5,2,11,100,N/A,87,3,1042.0,,"Few Clouds at 400m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,04:30,2,1,2019,4,30,6,4,11,110,N/A,87,4,1042.0,,"Few Clouds at 400m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,05:00,2,1,2019,5,0,7,6,7,100,N/A,76,3,1042.0,,"Few Clouds at 400m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,05:30,2,1,2019,5,30,6,4,11,100,N/A,81,3,1042.0,,"Few Clouds at 400m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,06:00,2,1,2019,6,0,6,3,15,80,N/A,81,3,1042.0,,"Few Clouds at 400m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,06:30,2,1,2019,6,30,6,3,13,90,N/A,81,3,1042.0,,"Few Clouds at 400m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,07:00,2,1,2019,7,0,6,3,15,80,N/A,76,2,1043.0,,"Few Clouds at 400m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,07:30,2,1,2019,7,30,7,5,13,80,N/A,71,2,1043.0,,"Few Clouds at 400m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,08:00,2,1,2019,8,0,6,4,7,90,N/A,76,2,1043.0,,"Few Clouds at 400m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,08:30,2,1,2019,8,30,6,4,9,80,N/A,76,2,1043.0,,"Few Clouds at 400m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,09:00,2,1,2019,9,0,6,4,7,80,N/A,76,2,1043.0,,"Few Clouds at 520m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,09:30,2,1,2019,9,30,6,3,13,160,N/A,81,3,1043.0,,"Few Clouds at 520m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,10:00,2,1,2019,10,0,7,5,13,170,N/A,76,3,1043.0,,"Few Clouds at 520m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,10:30,2,1,2019,10,30,7,4,17,180,N/A,76,3,1044.0,,"Few Clouds at 520m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,11:00,2,1,2019,11,0,7,5,13,180,N/A,71,2,1044.0,,"Few Clouds at 520m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,11:30,2,1,2019,11,30,7,5,13,170,N/A,71,2,1044.0,,"Few Clouds at 520m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,12:00,2,1,2019,12,0,7,5,13,160,N/A,71,2,1043.0,,"Few Clouds at 520m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,12:30,2,1,2019,12,30,7,5,11,160,N/A,71,2,1043.0,,"Few Clouds at 520m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,13:00,2,1,2019,13,0,7,5,11,160,N/A,71,2,1043.0,,"Few Clouds at 520m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,13:30,2,1,2019,13,30,7,5,11,150,N/A,66,1,1043.0,,"Few Clouds at 520m, Broken Clouds at 1000m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,14:00,2,1,2019,14,0,7,5,9,150,N/A,66,1,1042.0,,"Few Clouds at 490m, Scattered Clouds at 980m, Broken Clouds at 1100m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,14:30,2,1,2019,14,30,7,5,9,210,N/A,66,1,1042.0,,"Few Clouds at 490m, Scattered Clouds at 980m, Broken Clouds at 1100m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,15:00,2,1,2019,15,0,7,7,4,Variable at,N/A,61,0,1042.0,,"Few Clouds at 550m, Broken Clouds at 980m, Broken Clouds at 1100m Shower In the vicinity"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,15:30,2,1,2019,15,30,7,7,2,Variable at,N/A,66,1,1042.0,,"Few Clouds at 550m, Broken Clouds at 1100m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,16:00,2,1,2019,16,0,6,4,7,140,N/A,71,1,1042.0,,"Few Clouds at 490m, Broken Clouds at 1100m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,16:30,2,1,2019,16,30,5,4,6,Variable at,N/A,76,1,1042.0,,"Few Clouds at 490m, Broken Clouds at 1000m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,17:00,2,1,2019,17,0,5,4,6,Variable at,N/A,76,1,1042.0,,"Few Clouds at 490m, Broken Clouds at 1000m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,17:30,2,1,2019,17,30,4,4,4,180,N/A,75,0,1042.0,,"Few Clouds at 490m, Broken Clouds at 1000m, Broken Clouds at 6400m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,18:00,2,1,2019,18,0,3,3,2,190,N/A,81,0,1042.0,,"Few Clouds at 520m, Broken Clouds at 1000m, Broken Clouds at 6100m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,18:30,2,1,2019,18,30,2,2,2,Variable at,N/A,81,-1,1042.0,,"Few Clouds at 520m, Broken Clouds at 1000m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,19:00,2,1,2019,19,0,3,3,4,210,N/A,81,0,1042.0,,"Few Clouds at 520m, Broken Clouds at 980m, Broken Clouds at 6100m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,19:30,2,1,2019,19,30,2,0,6,250,N/A,87,0,1042.0,,"Few Clouds at 520m, Broken Clouds at 980m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,20:00,2,1,2019,20,0,3,3,4,Variable at,N/A,87,1,1042.0,,"Few Clouds at 520m, Broken Clouds at 980m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,20:30,2,1,2019,20,30,4,3,6,240,N/A,87,2,1042.0,,"Few Clouds at 520m, Broken Clouds at 880m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,21:00,2,1,2019,21,0,5,4,6,Variable at,N/A,81,2,1042.0,,"Few Clouds at 520m, Broken Clouds at 700m, Broken Clouds at 790m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,21:30,2,1,2019,21,30,5,5,4,Variable at,N/A,87,3,1042.0,,"Few Clouds at 520m, Scattered Clouds at 610m, Broken Clouds at 1100m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,22:00,2,1,2019,22,0,5,5,2,Variable at,N/A,87,3,1042.0,,"Few Clouds at 460m, Scattered Clouds at 610m, Broken Clouds at 980m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,22:30,2,1,2019,22,30,6,6,4,190,N/A,81,3,1042.0,,"Few Clouds at 460m, Scattered Clouds at 610m, Broken Clouds at 980m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,23:00,2,1,2019,23,0,5,4,6,200,N/A,87,3,1042.0,,"Few Clouds at 610m, Broken Clouds at 980m"
ireland,Dublin,DUBLIN AIRPORT,02-01-2019,23:30,2,1,2019,23,30,6,5,6,220,N/A,81,3,1041.0,,"Few Clouds at 610m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,00:00,3,1,2019,0,0,6,5,6,Variable at,N/A,81,3,1041.0,,Cloudy at 850m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,00:30,3,1,2019,0,30,6,5,6,Variable at,N/A,81,3,1041.0,,Cloudy at 850m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,01:00,3,1,2019,1,0,6,5,6,Variable at,N/A,81,3,1041.0,,Cloudy at 850m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,01:30,3,1,2019,1,30,6,5,6,Variable at,N/A,81,3,1041.0,,Cloudy at 850m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,02:00,3,1,2019,2,0,6,5,6,Variable at,N/A,81,3,1041.0,,Cloudy at 850m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,02:30,3,1,2019,2,30,6,5,6,Variable at,N/A,76,2,1041.0,,Cloudy at 850m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,03:00,3,1,2019,3,0,6,5,6,190,N/A,76,2,1041.0,,Cloudy at 850m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,03:30,3,1,2019,3,30,6,5,6,190,N/A,76,2,1041.0,,Cloudy at 910m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,04:00,3,1,2019,4,0,6,5,6,210,N/A,76,2,1041.0,,Cloudy at 910m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,04:30,3,1,2019,4,30,5,5,4,Variable at,N/A,87,3,1041.0,,Cloudy at 910m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,05:00,3,1,2019,5,0,5,5,4,110,N/A,81,2,1041.0,,Cloudy at 910m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,05:30,3,1,2019,5,30,6,4,7,140,N/A,76,2,1041.0,,Cloudy at 910m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,06:00,3,1,2019,6,0,6,4,7,160,N/A,76,2,1040.0,,Cloudy at 910m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,06:30,3,1,2019,6,30,6,4,11,160,N/A,81,3,1040.0,,Cloudy at 910m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,07:00,3,1,2019,7,0,6,3,13,170,N/A,81,3,1041.0,,Cloudy at 910m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,07:30,3,1,2019,7,30,6,4,11,160,N/A,81,3,1041.0,,Cloudy at 910m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,08:00,3,1,2019,8,0,6,4,11,150,N/A,81,3,1041.0,,Cloudy at 910m
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,08:30,3,1,2019,8,30,6,4,11,150,N/A,81,3,1041.0,,"Few Clouds at 610m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,09:00,3,1,2019,9,0,6,3,15,160,N/A,81,3,1041.0,,"Few Clouds at 610m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,09:30,3,1,2019,9,30,6,3,15,150,N/A,87,4,1041.0,,"Few Clouds at 610m, Broken Clouds at 910m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,10:00,3,1,2019,10,0,6,3,15,160,N/A,87,4,1041.0,,"Few Clouds at 610m, Broken Clouds at 1000m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,10:30,3,1,2019,10,30,6,3,13,160,N/A,87,4,1042.0,,"Few Clouds at 610m, Broken Clouds at 1000m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,11:00,3,1,2019,11,0,6,4,9,140,N/A,87,4,1041.0,,"Few Clouds at 730m, Broken Clouds at 1000m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,11:30,3,1,2019,11,30,7,6,7,140,N/A,81,4,1041.0,,"Few Clouds at 730m, Broken Clouds at 1000m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,12:00,3,1,2019,12,0,7,5,9,130,N/A,81,4,1041.0,,"Few Clouds at 790m, Broken Clouds at 1000m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,12:30,3,1,2019,12,30,7,5,11,140,N/A,81,4,1041.0,,"Few Clouds at 790m, Broken Clouds at 1000m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,13:00,3,1,2019,13,0,7,5,9,140,N/A,81,4,1041.0,,"Few Clouds at 790m, Broken Clouds at 1100m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,13:30,3,1,2019,13,30,7,6,6,Variable at,N/A,81,4,1041.0,,"Few Clouds at 790m, Broken Clouds at 1100m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,14:00,3,1,2019,14,0,7,6,6,Variable at,N/A,81,4,1041.0,,"Few Clouds at 580m, Broken Clouds at 1100m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,14:30,3,1,2019,14,30,8,7,7,130,N/A,76,4,1041.0,,"Few Clouds at 580m, Broken Clouds at 1100m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,15:00,3,1,2019,15,0,8,7,7,140,N/A,76,4,1041.0,,"Few Clouds at 580m, Broken Clouds at 1200m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,15:30,3,1,2019,15,30,7,5,11,150,N/A,87,5,1041.0,,"Few Clouds at 520m, Broken Clouds at 610m, Broken Clouds at 1200m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,16:00,3,1,2019,16,0,7,6,7,150,N/A,87,5,1041.0,,"Few Clouds at 520m, Broken Clouds at 610m, Broken Clouds at 1200m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,16:30,3,1,2019,16,30,7,6,6,160,N/A,87,5,1041.0,,"Broken Clouds at 610m, Broken Clouds at 1100m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,17:00,3,1,2019,17,0,6,5,6,Variable at,N/A,87,4,1041.0,,"Few Clouds at 520m, Broken Clouds at 610m, Broken Clouds at 1200m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,17:30,3,1,2019,17,30,6,5,6,Variable at,N/A,87,4,1041.0,,"Few Clouds at 640m, Broken Clouds at 1200m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,18:00,3,1,2019,18,0,7,6,6,Variable at,N/A,81,4,1041.0,,"Few Clouds at 610m, Broken Clouds at 1100m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,18:30,3,1,2019,18,30,7,6,6,Variable at,N/A,81,4,1041.0,,"Few Clouds at 610m, Broken Clouds at 1100m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,19:00,3,1,2019,19,0,7,7,4,Variable at,N/A,81,4,1041.0,,"Few Clouds at 610m, Broken Clouds at 1100m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,19:30,3,1,2019,19,30,7,7,4,Variable at,N/A,76,3,1041.0,,"Few Clouds at 610m, Broken Clouds at 1100m"
ireland,Dublin,DUBLIN AIRPORT,03-01-2019,20:00,3,1,2019,20,0,6,6,0,Calm,N/A,81,3,1041.0,,"Few Clouds at 610m, Broken Clouds at 1100m"
