country,city,station,date,time,day,month,year,hour,min,temperature,relative_temperature,wind,wind_dir,wind_gust,rel_humidity,dew_point,pressure,icon,description
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,00:45,1,1,2019,0,45,13,13,4,200,N/A,63,6,1024.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,01:45,1,1,2019,1,45,12,12,0,Calm,N/A,67,6,1023.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,02:45,1,1,2019,2,45,10,10,6,80,N/A,67,4,1023.0,,Clear  3-Hour Pressure Decreasing: 0.6 mb
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,05:45,1,1,2019,5,45,8,7,6,50,N/A,66,2,1023.0,,Clear  3-Hour Pressure Decreasing: 0.1 mb
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,06:34,1,1,2019,6,34,6,4,9,60,N/A,76,2,1023.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,06:48,1,1,2019,6,48,7,6,6,80,N/A,66,1,1023.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,08:53,1,1,2019,8,53,11,11,7,80,N/A,58,3,1025.0,,"Clear Haze, Smoke"
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,08:54,1,1,2019,8,54,11,11,7,70,N/A,58,3,1025.0,,"Clear Haze, Smoke 3-Hour Pressure Increasing: 1.8 mb"
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,10:04,1,1,2019,10,4,15,15,0,Calm,N/A,48,4,1025.0,,"Clear Haze, Smoke"
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,10:47,1,1,2019,10,47,16,16,7,120,N/A,42,3,1025.0,,"Clear Haze, Smoke"
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,11:22,1,1,2019,11,22,18,18,7,40,N/A,37,3,1025.0,,"Clear Haze, Smoke"
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,11:51,1,1,2019,11,51,19,19,0,Calm,N/A,30,1,1024.0,,Clear  3-Hour Pressure Decreasing: 1.3 mb
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,12:44,1,1,2019,12,44,21,21,0,Calm,N/A,20,-3,1022.0,,Few Clouds at 7000m
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,12:45,1,1,2019,12,45,21,21,0,Calm,N/A,21,-2,1022.0,,Few Clouds at 7000m
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,13:46,1,1,2019,13,46,23,22,7,120,N/A,17,-3,1021.0,,Scattered Clouds at 7000m
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,13:48,1,1,2019,13,48,23,22,7,100,N/A,17,-3,1021.0,,Scattered Clouds at 7000m
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,14:46,1,1,2019,14,46,23,22,7,50,N/A,19,-2,1020.0,,Broken Clouds at 7000m  3-Hour Pressure Decreasing: 3 mb
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,15:45,1,1,2019,15,45,23,22,26,120,N/A,20,-1,1020.0,,Broken Clouds at 7000m
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,16:45,1,1,2019,16,45,22,21,19,120,N/A,23,0,1020.0,,Broken Clouds at 7000m
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,17:45,1,1,2019,17,45,21,21,22,120,N/A,23,-1,1021.0,,Broken Clouds at 7600m  3-Hour Pressure Increasing: 1 mb
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,18:25,1,1,2019,18,25,19,19,28,140,N/A,24,-2,1022.0,,Scattered Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,18:45,1,1,2019,18,45,19,19,22,140,N/A,24,-2,1022.0,,Scattered Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,19:45,1,1,2019,19,45,18,18,11,160,N/A,24,-3,1022.0,,Scattered Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,20:45,1,1,2019,20,45,17,17,6,140,N/A,24,-4,1023.0,,Scattered Clouds at 7600m  3-Hour Pressure Increasing: 1.9 mb
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,22:51,1,1,2019,22,51,13,13,9,70,N/A,51,3,1024.0,,Scattered Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,01-01-2019,23:52,1,1,2019,23,52,13,13,11,120,N/A,63,6,1024.0,,Scattered Clouds at 6100m  3-Hour Pressure Decreasing: 0.3 mb
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,00:54,2,1,2019,0,54,12,12,7,80,N/A,72,7,1024.0,,Scattered Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,02:55,2,1,2019,2,55,8,6,11,80,N/A,87,6,1024.0,,Clear  3-Hour Pressure Decreasing: 0.3 mb
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,04:06,2,1,2019,4,6,7,5,11,70,N/A,93,6,1024.0,,Broken Clouds at 300m Haze
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,04:19,2,1,2019,4,19,8,6,13,70,N/A,93,7,1024.0,,Limited visibility Haze
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,04:47,2,1,2019,4,47,8,6,11,80,N/A,93,7,1025.0,,Limited visibility Fog
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,07:45,2,1,2019,7,45,8,7,6,100,N/A,93,7,1027.0,,Limited visibility at 60m Fog
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,08:39,2,1,2019,8,39,8,8,0,Calm,N/A,93,7,1027.0,,"Limited visibility at 150m Haze, Haze"
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,08:45,2,1,2019,8,45,8,7,6,100,N/A,100,8,1027.0,,"Limited visibility at 150m Haze, Haze 3-Hour Pressure Increasing: 2.4 mb"
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,09:50,2,1,2019,9,50,10,9,7,70,N/A,88,8,1026.0,,"Scattered Clouds at 150m, Cloudy at 300m Haze, Haze"
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,10:21,2,1,2019,10,21,11,11,11,80,N/A,77,7,1027.0,,"Few Clouds at 240m, Scattered Clouds at 370m, Broken Clouds at 2700m Haze, Haze"
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,10:53,2,1,2019,10,53,13,13,13,90,N/A,72,8,1026.0,,"Broken Clouds at 6100m Haze, Haze"
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,10:56,2,1,2019,10,56,13,13,11,90,N/A,67,7,1026.0,,Broken Clouds at 6100m Haze
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,11:17,2,1,2019,11,17,15,15,7,90,N/A,51,5,1026.0,,Broken Clouds at 6100m Haze
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,11:46,2,1,2019,11,46,16,16,6,40,N/A,42,3,1025.0,,Broken Clouds at 6100m  3-Hour Pressure Decreasing: 1.1 mb
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,12:36,2,1,2019,12,36,18,18,6,120,N/A,37,3,1024.0,,Broken Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,12:51,2,1,2019,12,51,18,18,11,100,N/A,37,3,1023.0,,Cloudy at 6100m
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,13:20,2,1,2019,13,20,20,20,6,100,N/A,33,3,1022.0,,Cloudy at 6100m
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,13:47,2,1,2019,13,47,21,21,13,80,N/A,29,2,1021.0,,Broken Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,14:45,2,1,2019,14,45,22,21,15,210,N/A,25,1,1021.0,,Broken Clouds at 6100m  3-Hour Pressure Decreasing: 3.6 mb
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,15:45,2,1,2019,15,45,21,21,13,200,N/A,16,-6,1020.0,,Broken Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,16:45,2,1,2019,16,45,20,20,20,120,N/A,18,-5,1021.0,,Broken Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,17:50,2,1,2019,17,50,19,19,19,130,N/A,22,-3,1021.0,,Broken Clouds at 6100m  3-Hour Pressure Increasing: 1.1 mb
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,18:42,2,1,2019,18,42,17,17,15,120,N/A,30,-1,1022.0,,Broken Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,18:45,2,1,2019,18,45,17,17,15,120,N/A,30,-1,1022.0,,Broken Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,19:45,2,1,2019,19,45,16,16,11,140,N/A,34,0,1023.0,,Scattered Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,20:46,2,1,2019,20,46,15,15,9,170,N/A,29,-3,1023.0,,Few Clouds at 6100m  3-Hour Pressure Increasing: 2 mb
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,21:46,2,1,2019,21,46,14,14,4,50,N/A,44,2,1024.0,,Few Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,22:45,2,1,2019,22,45,13,13,7,210,N/A,33,-3,1025.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,02-01-2019,23:47,2,1,2019,23,47,12,12,11,220,N/A,44,0,1025.0,,Clear  3-Hour Pressure Increasing: 0.2 mb
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,02:46,3,1,2019,2,46,10,10,0,Calm,N/A,50,0,1025.0,,Scattered Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,03:46,3,1,2019,3,46,9,8,7,100,N/A,54,0,1024.0,,Scattered Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,05:45,3,1,2019,5,45,7,5,9,50,N/A,53,-2,1024.0,,Broken Clouds at 7600m  3-Hour Pressure Decreasing: 0.6 mb
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,06:48,3,1,2019,6,48,7,6,7,70,N/A,57,-1,1025.0,,Broken Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,07:39,3,1,2019,7,39,9,8,6,280,N/A,50,-1,1026.0,,Cloudy at 6100m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,07:47,3,1,2019,7,47,9,9,4,210,N/A,50,-1,1026.0,,Cloudy at 6100m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,08:47,3,1,2019,8,47,9,7,15,70,N/A,50,-1,1027.0,,Cloudy at 6100m  3-Hour Pressure Increasing: 2.7 mb
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,09:47,3,1,2019,9,47,11,11,6,130,N/A,41,-2,1027.0,,Cloudy at 6100m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,10:04,3,1,2019,10,4,13,13,6,180,N/A,36,-2,1027.0,,Broken Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,10:40,3,1,2019,10,40,15,15,6,190,N/A,34,-1,1027.0,,Broken Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,10:46,3,1,2019,10,46,17,17,4,200,N/A,30,-1,1027.0,,Broken Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,10:47,3,1,2019,10,47,17,17,0,Calm,N/A,30,-1,1026.0,,Broken Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,11:46,3,1,2019,11,46,17,17,6,10,N/A,34,1,1025.0,,Broken Clouds at 6100m  3-Hour Pressure Decreasing: 1.1 mb
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,12:45,3,1,2019,12,45,19,19,6,90,N/A,28,0,1025.0,,Broken Clouds at 7000m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,12:46,3,1,2019,12,46,19,19,0,Calm,N/A,28,0,1025.0,,Broken Clouds at 7000m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,13:45,3,1,2019,13,45,21,21,0,Calm,N/A,21,-2,1023.0,,Broken Clouds at 7000m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,13:46,3,1,2019,13,46,21,21,0,Calm,N/A,21,-2,1023.0,,Broken Clouds at 7000m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,17:21,3,1,2019,17,21,20,20,19,100,N/A,30,2,1022.0,,Scattered Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,17:49,3,1,2019,17,49,19,19,17,110,N/A,32,2,1022.0,,Broken Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,19:14,3,1,2019,19,14,16,16,19,120,N/A,42,3,1023.0,,Scattered Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,19:45,3,1,2019,19,45,16,16,11,140,N/A,42,3,1024.0,,Scattered Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,23:33,3,1,2019,23,33,13,13,7,190,N/A,55,4,1025.0,,Few Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,03-01-2019,23:48,3,1,2019,23,48,13,13,7,210,N/A,55,4,1025.0,,Few Clouds at 6100m  3-Hour Pressure Increasing: 0.3 mb
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,02:46,4,1,2019,2,46,11,11,7,230,N/A,62,4,1025.0,,Scattered Clouds at 6100m  3-Hour Pressure Decreasing: 0.1 mb
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,05:48,4,1,2019,5,48,11,11,6,200,N/A,50,1,1025.0,,Few Clouds at 6100m  3-Hour Pressure Decreasing: 0.2 mb
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,06:08,4,1,2019,6,8,9,8,7,60,N/A,62,2,1025.0,,Few Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,06:47,4,1,2019,6,47,8,6,11,80,N/A,62,1,1026.0,,Few Clouds at 2400m
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,08:17,4,1,2019,8,17,10,10,6,60,N/A,58,2,1027.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,08:46,4,1,2019,8,46,12,12,7,310,N/A,51,2,1027.0,,Clear  3-Hour Pressure Increasing: 1.8 mb
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,09:13,4,1,2019,9,13,14,14,4,80,N/A,48,3,1028.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,09:47,4,1,2019,9,47,15,15,7,80,N/A,45,3,1028.0,,Few Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,10:16,4,1,2019,10,16,17,17,0,Calm,N/A,39,3,1028.0,,Few Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,10:51,4,1,2019,10,51,18,18,0,Calm,N/A,34,2,1028.0,,Few Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,11:48,4,1,2019,11,48,19,19,9,50,N/A,32,2,1027.0,,Scattered Clouds at 7600m  3-Hour Pressure Decreasing: 0.4 mb
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,12:41,4,1,2019,12,41,21,21,9,340,N/A,27,1,1025.0,,Scattered Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,12:57,4,1,2019,12,57,21,21,6,50,N/A,27,1,1025.0,,Scattered Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,14:45,4,1,2019,14,45,22,21,11,320,N/A,25,1,1024.0,,Broken Clouds at 7600m  3-Hour Pressure Decreasing: 2.7 mb
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,15:46,4,1,2019,15,46,22,21,9,20,N/A,27,2,1023.0,,Broken Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,16:45,4,1,2019,16,45,23,22,0,Calm,N/A,25,2,1024.0,,"Few Clouds at 3000m, Broken Clouds at 7600m"
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,17:34,4,1,2019,17,34,21,21,19,110,N/A,29,2,1024.0,,"Scattered Clouds at 3000m, Cloudy at 7600m"
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,17:47,4,1,2019,17,47,20,20,22,120,N/A,30,2,1024.0,,"Scattered Clouds at 3000m, Cloudy at 7600m  3-Hour Pressure Increasing: 0.7 mb"
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,18:45,4,1,2019,18,45,19,19,19,130,N/A,32,2,1025.0,,"Scattered Clouds at 3000m, Broken Clouds at 7600m"
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,19:45,4,1,2019,19,45,18,18,13,120,N/A,34,2,1026.0,,"Scattered Clouds at 3000m, Cloudy at 7600m"
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,20:27,4,1,2019,20,27,16,16,15,60,N/A,39,2,1026.0,,Scattered Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,20:45,4,1,2019,20,45,15,15,17,70,N/A,42,2,1027.0,,Scattered Clouds at 7600m  3-Hour Pressure Increasing: 1.9 mb
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,21:45,4,1,2019,21,45,16,16,13,350,N/A,45,4,1027.0,,Broken Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,22:45,4,1,2019,22,45,16,16,9,30,N/A,42,3,1027.0,,Broken Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,04-01-2019,23:45,4,1,2019,23,45,15,15,6,350,N/A,45,3,1027.0,,Broken Clouds at 7600m  3-Hour Pressure Increasing: 0.5 mb
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,00:45,5,1,2019,0,45,14,14,9,80,N/A,48,3,1027.0,,Scattered Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,02:45,5,1,2019,2,45,10,10,4,80,N/A,62,3,1027.0,,Clear  3-Hour Pressure Decreasing: 0.1 mb
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,03:45,5,1,2019,3,45,10,10,4,80,N/A,62,3,1027.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,05:40,5,1,2019,5,40,9,8,9,70,N/A,62,2,1027.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,05:46,5,1,2019,5,46,8,6,9,70,N/A,66,2,1027.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,06:46,5,1,2019,6,46,9,8,6,50,N/A,66,3,1028.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,07:47,5,1,2019,7,47,10,9,7,60,N/A,62,3,1029.0,,Scattered Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,08:49,5,1,2019,8,49,12,12,9,70,N/A,54,3,1030.0,,Scattered Clouds at 7600m  3-Hour Pressure Increasing: 1.8 mb
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,09:50,5,1,2019,9,50,15,15,6,130,N/A,48,4,1030.0,,Scattered Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,09:54,5,1,2019,9,54,15,15,7,120,N/A,48,4,1030.0,,Scattered Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,10:31,5,1,2019,10,31,17,17,0,Calm,N/A,42,4,1030.0,,Scattered Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,11:16,5,1,2019,11,16,19,19,6,110,N/A,37,4,1029.0,,Scattered Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,11:45,5,1,2019,11,45,20,20,7,270,N/A,35,4,1029.0,,Scattered Clouds at 7600m  3-Hour Pressure Decreasing: 0.5 mb
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,13:31,5,1,2019,13,31,23,22,0,Calm,N/A,27,3,1026.0,,Scattered Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,13:45,5,1,2019,13,45,22,21,11,10,N/A,29,3,1026.0,,Scattered Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,14:45,5,1,2019,14,45,23,22,9,250,N/A,27,3,1025.0,,Scattered Clouds at 7600m  3-Hour Pressure Decreasing: 2.8 mb
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,15:45,5,1,2019,15,45,23,22,17,30,N/A,25,2,1025.0,,"Few Clouds at 910m, Scattered Clouds at 7600m"
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,16:45,5,1,2019,16,45,23,22,9,40,N/A,27,3,1025.0,,"Few Clouds at 910m, Scattered Clouds at 7600m"
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,17:48,5,1,2019,17,48,22,21,9,10,N/A,27,2,1025.0,,"Few Clouds at 910m, Broken Clouds at 7600m  3-Hour Pressure Decreasing: 0.5 mb"
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,18:45,5,1,2019,18,45,21,21,15,10,N/A,31,3,1026.0,,"Scattered Clouds at 2400m, Broken Clouds at 7600m"
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,19:32,5,1,2019,19,32,19,19,20,20,N/A,32,2,1027.0,,"Few Clouds at 2400m, Broken Clouds at 7600m"
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,19:45,5,1,2019,19,45,19,19,19,10,N/A,32,2,1027.0,,"Few Clouds at 2400m, Broken Clouds at 7600m"
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,20:47,5,1,2019,20,47,18,18,15,10,N/A,34,2,1028.0,,Scattered Clouds at 7600m  3-Hour Pressure Increasing: 2.3 mb
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,21:49,5,1,2019,21,49,17,17,11,320,N/A,37,2,1029.0,,Few Clouds at 6700m
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,22:51,5,1,2019,22,51,16,16,11,310,N/A,39,2,1029.0,,Few Clouds at 6700m
mexico,Mexico City,LICENCIADO BENITO J,05-01-2019,23:49,5,1,2019,23,49,15,15,11,290,N/A,39,1,1029.0,,Few Clouds at 6700m  3-Hour Pressure Increasing: 0.6 mb
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,01:54,6,1,2019,1,54,13,13,6,350,N/A,47,2,1029.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,02:55,6,1,2019,2,55,11,11,7,50,N/A,54,2,1029.0,,Clear  3-Hour Pressure Decreasing: 0.4 mb
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,03:54,6,1,2019,3,54,10,10,6,60,N/A,54,1,1029.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,07:45,6,1,2019,7,45,9,8,7,80,N/A,62,2,1029.0,,"Scattered Clouds at 2400m, Broken Clouds at 6100m"
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,08:46,6,1,2019,8,46,11,11,0,Calm,N/A,54,2,1030.0,,"Few Clouds at 2400m, Scattered Clouds at 6100m  3-Hour Pressure Increasing: 1.4 mb"
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,09:02,6,1,2019,9,2,13,13,0,Calm,N/A,47,2,1030.0,,"Few Clouds at 2400m, Scattered Clouds at 6100m"
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,10:13,6,1,2019,10,13,17,17,0,Calm,N/A,39,3,1031.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,10:45,6,1,2019,10,45,18,18,0,Calm,N/A,37,3,1030.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,11:07,6,1,2019,11,7,20,20,6,140,N/A,33,3,1030.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,11:45,6,1,2019,11,45,20,20,0,Calm,N/A,33,3,1029.0,,Clear  3-Hour Pressure Decreasing: 1.2 mb
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,18:30,6,1,2019,18,30,21,21,11,350,N/A,25,0,1025.0,,Few Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,19:45,6,1,2019,19,45,20,20,11,20,N/A,24,-1,1027.0,,Few Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,20:31,6,1,2019,20,31,18,18,13,40,N/A,30,0,1027.0,,Few Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,20:45,6,1,2019,20,45,18,18,17,40,N/A,30,0,1028.0,,Few Clouds at 6100m  3-Hour Pressure Increasing: 1.8 mb
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,21:45,6,1,2019,21,45,17,17,11,320,N/A,32,0,1029.0,,Few Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,22:45,6,1,2019,22,45,17,17,15,310,N/A,34,1,1028.0,,Scattered Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,06-01-2019,23:45,6,1,2019,23,45,16,16,11,280,N/A,39,2,1028.0,,Scattered Clouds at 6100m  3-Hour Pressure Increasing: 0.4 mb
mexico,Mexico City,LICENCIADO BENITO J,07-01-2019,01:45,7,1,2019,1,45,13,13,9,80,N/A,44,1,1028.0,,Few Clouds at 7600m
mexico,Mexico City,LICENCIADO BENITO J,07-01-2019,02:45,7,1,2019,2,45,12,12,6,20,N/A,44,0,1028.0,,Few Clouds at 7600m  3-Hour Pressure Decreasing: 0.1 mb
mexico,Mexico City,LICENCIADO BENITO J,07-01-2019,05:24,7,1,2019,5,24,8,6,11,60,N/A,53,-1,1028.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,07-01-2019,05:45,7,1,2019,5,45,7,6,7,70,N/A,57,-1,1029.0,,Clear  3-Hour Pressure Increasing: 0.9 mb
mexico,Mexico City,LICENCIADO BENITO J,07-01-2019,06:47,7,1,2019,6,47,8,7,6,90,N/A,57,0,1029.0,,Clear
mexico,Mexico City,LICENCIADO BENITO J,07-01-2019,07:45,7,1,2019,7,45,10,10,0,Calm,N/A,50,0,1029.0,,Few Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,07-01-2019,08:45,7,1,2019,8,45,11,11,11,70,N/A,50,1,1030.0,,Scattered Clouds at 6100m  3-Hour Pressure Increasing: 1.1 mb
mexico,Mexico City,LICENCIADO BENITO J,07-01-2019,09:45,7,1,2019,9,45,13,13,6,70,N/A,47,2,1030.0,,Broken Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,07-01-2019,10:09,7,1,2019,10,9,15,15,0,Calm,N/A,42,2,1030.0,,Broken Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,07-01-2019,10:42,7,1,2019,10,42,17,17,6,290,N/A,39,3,1030.0,,Scattered Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,07-01-2019,10:50,7,1,2019,10,50,18,18,0,Calm,N/A,37,3,1030.0,,Scattered Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,07-01-2019,11:44,7,1,2019,11,44,20,20,0,Calm,N/A,35,4,1029.0,,Scattered Clouds at 6100m
mexico,Mexico City,LICENCIADO BENITO J,07-01-2019,11:50,7,1,2019,11,50,20,20,9,340,N/A,33,3,1028.0,,Scattered Clouds at 6100m  3-Hour Pressure Decreasing: 0.9 mb
mexico,Mexico City,LICENCIADO BENITO J,07-01-2019,12:27,7,1,2019,12,27,22,21,17,30,N/A,25,1,1027.0,,Scattered Clouds at 6100m
