name,doresal/ventral,anterior/posterior,left/right,sex,sub/family,genus,species,subspecies,name,area,ellipse_axe_2_length,max_axe_2_length,deviation_max_axe_2_from_center,axe_2_moment_2,axe_2_moment_3,axe_2_moment_4,std_axe_2_moment_2,std_axe_2_moment_3,std_axe_2_moment_4
MJ97.0033,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0033-v_Ant_d,997231.0,779.6977,862.0,26.3403,182268177721.0,99507023684707.0,5.90899805352139e+16,0.49596,0.53808,0.5723600000000001
MJ97.0033,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0033-v_Ant_g,998538.0,779.2211,862.0,27.4503,184677723351.0,101055766142249.0,6.00657396405326e+16,0.4989,0.54062,0.57452
MJ97.0034,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0034-d_Ant_d,927288.0,764.3368,842.0,22.4861,165902848135.0,89146576248341.0,5.20051849677071e+16,0.50235,0.5440699999999999,0.57796
MJ97.0034,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0034-d_Ant_g,930353.0,767.1708,838.0,25.9734,167067981403.0,89900737978945.0,5.24534645570109e+16,0.50568,0.5476,0.58148
MJ97.0034,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0034-v_Ant_d,932155.0,768.2807,841.0,23.1145,168117669832.0,90645149063780.0,5.29969245755653e+16,0.50497,0.54679,0.58062
MJ97.0034,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0034-v_Ant_g,928893.0,764.5471,842.0,23.6878,166061909674.0,89210514969206.0,5.20260607013259e+16,0.50216,0.54388,0.57777
MJ97.0037,d,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0037-d_Ant_d,796860.0,677.1853,763.0,-12.4232,117272873053.0,56708136173953.0,2.97519122198421e+16,0.50279,0.5431199999999999,0.57611
MJ97.0037,d,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0037-d_Ant_g,810482.0,691.1210000000001,767.0,-23.3301,117418885567.0,56861929245215.0,2.98911599282938e+16,0.49625,0.53773,0.57135
MJ97.0037,v,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0037-v_Ant_d,814494.0,693.1161,769.0,-26.7766,118395085568.0,57466609462964.0,3.02816979231307e+16,0.49578999999999995,0.5373399999999999,0.57101
MJ97.0037,v,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0037-v_Ant_g,802983.0,680.4278,765.0,-18.6015,119046159501.0,57787209496495.0,3.04277000508942e+16,0.50332,0.54373,0.5767399999999999
MJ97.0040,d,Ant,g,m,Heliconiinae,Heliconius,numata,aurora,MJ97.0040-d_Ant_g,984733.0,780.7901,847.0,-55.6352,180799302518.0,98690067647928.0,5.84223475503652e+16,0.50589,0.5484100000000001,0.58268
MJ97.0044,d,Ant,d,m,Heliconiinae,Heliconius,numata,aurora,MJ97.0044-d_Ant_d,890410.0,730.3480000000001,786.0,-51.3568,146508293430.0,75193256935624.0,4.17199699839619e+16,0.51608,0.55818,0.59192
MJ97.0045,d,Ant,g,f,Heliconiinae,Heliconius,numata,aurora,MJ97.0045-d_Ant_g,980280.0,782.5075,856.0,5.0124,186454206112.0,102838668032384.0,6.14078338865391e+16,0.50949,0.55097,0.58445
MJ97.0046,d,Ant,g,f,Heliconiinae,Heliconius,numata,aurora,MJ97.0046-d_Ant_g,1066860.0,832.1322,903.0,-5.8883,227896781362.0,133380261665588.0,8.45001432513153e+16,0.51183,0.55374,0.58749
MJ97.0050,d,Ant,g,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0050-d_Ant_g,1144302.0,842.3454,937.0,-16.9324,250456606000.0,148719195694128.0,9.58552158581932e+16,0.49928999999999996,0.54059,0.57416
MJ97.0053,d,Ant,g,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0053-d_Ant_g,927818.0,762.3804,824.0,-30.2633,164952351455.0,88277347348543.0,5.11719241578588e+16,0.51171,0.55403,0.58812
MJ97.0056,d,Ant,d,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0056-d_Ant_d,1011443.0,810.7812,879.0,-22.9662,204016617096.0,116350027190448.0,7.19550077345711e+16,0.51094,0.55329,0.58754
MJ97.0062,d,Ant,g,m,Heliconiinae,Heliconius,numata,silvana,MJ97.0062-d_Ant_g,975433.0,759.2924,835.0,-13.8035,173527024021.0,92675458774849.0,5.35991639208476e+16,0.50512,0.54647,0.5798300000000001
MJ97.0064,d,Ant,d,m,Heliconiinae,Heliconius,numata,silvana,MJ97.0064-d_Ant_d,1252298.0,874.903,959.0,-48.1866,291440421655.0,178752197912117.0,1.18861104849679e+17,0.5030399999999999,0.54496,0.5787800000000001
MJ97.0068,d,Ant,g,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ97.0068-d_Ant_g,1106921.0,831.4501,904.0,-33.4274,237766552159.0,139344197822569.0,8.83745655918813e+16,0.51268,0.5544,0.58801
MJ97.0069,d,Ant,g,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0069-d_Ant_g,778469.0,661.6593,715.0,15.7117,104603578892.0,48559349157012.0,2.43832415719822e+16,0.51268,0.55467,0.58838
MJ97.0071,d,Ant,g,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0071-d_Ant_g,1118882.0,832.4196,921.0,-20.6064,244352546510.0,144322253635450.0,9.24684423863881e+16,0.50741,0.5486,0.58216
MJ97.0074,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ97.0074-d_Ant_d,1206058.0,864.5425,951.0,12.2158,281003686165.0,171274533050577.0,1.12996748109408e+17,0.50756,0.54861,0.58176
MJ97.0074,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ97.0074-d_Ant_g,1198552.0,862.2525,954.0,28.2911,278881521252.0,169899149832172.0,1.12107219437741e+17,0.50563,0.54655,0.5796899999999999
MJ97.0074,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ97.0074-v_Ant_d,1200876.0,863.2901,955.0,34.9638,279907956503.0,170682713218257.0,1.12723080446597e+17,0.50554,0.5464600000000001,0.5796
MJ97.0074,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ97.0074-v_Ant_g,1205971.0,864.6197,953.0,11.9904,281230049176.0,171450324815290.0,1.13129594554657e+17,0.50672,0.54766,0.58072
MJ97.0075,d,Ant,g,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0075-d_Ant_g,1118459.0,821.1856,894.0,-28.7357,234736114941.0,135821910819515.0,8.49953946535856e+16,0.51244,0.55392,0.5873
MJ97.0076,d,Ant,d,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0076-d_Ant_d,1081053.0,809.2826,874.0,-64.3616,219101601708.0,124819376796274.0,7.69321458571523e+16,0.5151,0.55714,0.59095
MJ97.0079,d,Ant,g,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ97.0079-d_Ant_g,1085424.0,838.9852,908.0,-47.3042,233890797196.0,138000192296742.0,8.8326326518532e+16,0.5112399999999999,0.55378,0.58822
MJ97.0084,d,Ant,d,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ97.0084-d_Ant_d,1062928.0,810.9376,882.0,-46.2372,217227731094.0,124253049315612.0,7.69622032566301e+16,0.51255,0.55437,0.58813
MJ97.0089,d,Ant,g,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0089-d_Ant_g,1005655.0,799.5936,879.0,-21.0418,200217095758.0,113032279337926.0,6.91420574420533e+16,0.50762,0.54903,0.58255
MJ97.0091,d,Ant,d,f,Heliconiinae,Heliconius,numata,aurora,MJ97.0091-d_Ant_d,1095328.0,820.9875,908.0,7.0236,229201135552.0,132810462528692.0,8.3481509232744e+16,0.50379,0.5451,0.5786600000000001
MJ97.0094,d,Ant,d,m,Heliconiinae,Heliconius,numata,aurora,MJ97.0094-d_Ant_d,910183.0,748.4948,807.0,-46.1408,157136452217.0,82756278180145.0,4.71997802570601e+16,0.5148699999999999,0.55721,0.59133
MJ97.0095,d,Ant,g,m,Heliconiinae,Heliconius,numata,aurora,MJ97.0095-d_Ant_g,638920.0,602.4801,661.0,-27.3527,72840081882.0,30986641387480.0,1.42462441161817e+16,0.51081,0.55171,0.5846
MJ97.0096,d,Ant,d,m,Heliconiinae,Heliconius,numata,aurora,MJ97.0096-d_Ant_d,903136.0,768.9349,826.0,-27.6192,164809628914.0,89045491336344.0,5.20222662687514e+16,0.51717,0.55929,0.5931
MJ97.0098,d,Ant,g,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0098-d_Ant_g,1049335.0,806.4676,879.0,-63.7336,208520998710.0,118199373722078.0,7.26890540895298e+16,0.5071399999999999,0.54943,0.58365
MJ97.0100,d,Ant,d,f,Heliconiinae,Heliconius,numata,bicoloratus,MJ97.0100-d_Ant_d,985024.0,771.9904,841.0,-8.2166,181229037643.0,98358934796939.0,5.77747303655418e+16,0.51003,0.5516399999999999,0.58516
MJ97.0104,d,Ant,g,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0104-d_Ant_g,1048491.0,811.9035,899.0,43.4949,219731445252.0,126611971735254.0,7.89750929981977e+16,0.50922,0.54981,0.5827399999999999
MJ97.0105,d,Ant,d,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ97.0105-d_Ant_d,1114672.0,822.6033,896.0,-44.1395,228131418007.0,131327818808169.0,8.1936734520046e+16,0.5049100000000001,0.54714,0.58113
MJ97.0107,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0107-d_Ant_d,962879.0,794.3892,870.0,6.5365,185404578672.0,103362878184860.0,6.2517239258047e+16,0.50438,0.54628,0.58021
MJ97.0107,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0107-d_Ant_g,957486.0,789.2203,868.0,18.6266,187579463162.0,104779282102630.0,6.33824493543301e+16,0.50993,0.55105,0.58437
MJ97.0107,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0107-v_Ant_d,957836.0,790.0961,869.0,17.3154,187994313096.0,105116115523036.0,6.36504240658333e+16,0.50981,0.55094,0.58426
MJ97.0107,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0107-v_Ant_g,961801.0,794.8829,871.0,16.0885,185591243041.0,103539819454069.0,6.26573872352094e+16,0.5043300000000001,0.5461600000000001,0.58003
MJ97.0108,d,Ant,g,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0108-d_Ant_g,1067457.0,808.6976,889.0,-18.1918,216134564828.0,123154948874086.0,7.60209621019525e+16,0.50616,0.5476,0.58109
MJ97.0111,d,Ant,d,f,Heliconiinae,Heliconius,numata,bicoloratus,MJ97.0111-d_Ant_d,982807.0,783.9029,855.0,-8.335,186596122603.0,102935444701413.0,6.15014235033465e+16,0.50963,0.5513100000000001,0.58498
MJ97.0112,d,Ant,d,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ97.0112-d_Ant_d,1069539.0,819.9378,902.0,-28.6339,225120799980.0,130603010565150.0,8.21232796291785e+16,0.50863,0.55002,0.5835899999999999
MJ97.0113,d,Ant,g,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ97.0113-d_Ant_g,1063776.0,811.0756,891.0,-37.7807,217889411683.0,124975421008217.0,7.77715836746754e+16,0.50794,0.5496800000000001,0.5836
MJ97.0114,d,Ant,g,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ97.0114-d_Ant_g,1103781.0,830.1448,908.0,-32.619,235312988069.0,137785856340009.0,8.7505360814756e+16,0.50851,0.5504100000000001,0.58439
MJ97.0115,d,Ant,d,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ97.0115-d_Ant_d,1058626.0,811.0213,884.0,-30.2146,214620815900.0,122548755181042.0,7.58447798606539e+16,0.50935,0.55132,0.58525
MJ97.0118,d,Ant,g,f,Heliconiinae,Heliconius,numata,aurora,MJ97.0118-d_Ant_g,908349.0,729.5509,793.0,-11.1963,149270777662.0,76599192028752.0,4.25566784192191e+16,0.5112,0.55299,0.5866899999999999
MJ97.0124,d,Ant,g,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ97.0124-d_Ant_g,948046.0,742.1392,804.0,-29.590999999999998,159912280195.0,83193522743679.0,4.68035158189984e+16,0.5108199999999999,0.55271,0.58628
MJ97.0127,d,Ant,d,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ97.0127-d_Ant_d,1054099.0,814.0342,889.0,-24.9645,219806058092.0,126610850794196.0,7.89198194083098e+16,0.51366,0.555,0.5884
MJ97.0133,d,Ant,d,m,Heliconiinae,Heliconius,numata,bicoloratus,MJ97.0133-d_Ant_d,988040.0,770.2224,852.0,-22.8441,188216934207.0,103207863593019.0,6.11901292946338e+16,0.51227,0.55276,0.5855100000000001
MJ97.0134,d,Ant,g,f,Heliconiinae,Heliconius,numata,bicoloratus,MJ97.0134-d_Ant_g,1022481.0,783.3444,858.0,-19.0219,193014297823.0,106319729418415.0,6.34715720760611e+16,0.50638,0.54807,0.58176
MJ97.0135,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0135-d_Ant_d,814612.0,714.5809,775.0,-3.7042,124386790215.0,62051761625879.0,3.36054473049336e+16,0.50421,0.54697,0.58152
MJ97.0135,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0135-d_Ant_g,804551.0,711.5177,779.0,-5.9895,123897788611.0,61818746493981.0,3.34603112653274e+16,0.50375,0.54574,0.5797
MJ97.0135,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0135-v_Ant_d,806784.0,713.1951,782.0,-5.0709,125000550365.0,62548048862521.0,3.39530630106773e+16,0.50335,0.54527,0.57919
MJ97.0135,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0135-v_Ant_g,815109.0,715.2113,777.0,-15.5759,124431961508.0,62087088184026.0,3.36315228237056e+16,0.50285,0.54556,0.58005
MJ97.0136,d,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0136-d_Ant_d,824119.0,717.2518,787.0,-58.0245,125070105811.0,62717437467711.0,3.43144339139785e+16,0.495,0.53847,0.57398
MJ97.0136,d,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0136-d_Ant_g,839012.0,718.1904,789.0,-70.6709,126609025877.0,63408438707613.0,3.46584139543277e+16,0.49235,0.53586,0.57139
MJ97.0136,v,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0136-v_Ant_d,840516.0,717.2648,786.0,-56.5084,126691271434.0,63375287476602.0,3.45862306580744e+16,0.49394,0.5374899999999999,0.57302
MJ97.0136,v,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0136-v_Ant_g,825176.0,717.7312,789.0,-58.725,125097834124.0,62729702086808.0,3.43228395887724e+16,0.49349,0.53691,0.57238
MJ97.0138,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0138-d_Ant_d,893587.0,752.6935,825.0,-14.4434,153494336335.0,81177453411103.0,4.66910373668568e+16,0.50237,0.54489,0.57952
MJ97.0138,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0138-d_Ant_g,889729.0,746.7775,816.0,-0.20695,146989601643.0,76563539983115.0,4.33974322070638e+16,0.49811000000000005,0.54104,0.57592
MJ97.0138,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0138-v_Ant_d,890129.0,747.5736,818.0,10.2483,147491137141.0,76916132515999.0,4.36439121860036e+16,0.49763,0.54047,0.57526
MJ97.0138,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0138-v_Ant_g,893187.0,752.3556,825.0,-15.036,152472103190.0,80471078699870.0,4.61978440795574e+16,0.5008100000000001,0.5433899999999999,0.57805
MJ97.0139,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0139-d_Ant_d,978416.0,805.3886,885.0,34.4078,193440210223.0,109395775446621.0,6.71675846425648e+16,0.50242,0.5443600000000001,0.57838
MJ97.0139,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0139-d_Ant_g,991140.0,821.2605,902.0,32.2814,203996880950.0,117699301748046.0,7.37335051670865e+16,0.5029600000000001,0.54493,0.579
MJ97.0139,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0139-v_Ant_d,990401.0,821.3579,903.0,31.8471,203391178040.0,117267310410504.0,7.34123868998034e+16,0.50185,0.54379,0.5778300000000001
MJ97.0139,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0139-v_Ant_g,982037.0,806.5155,885.0,30.6496,194044510515.0,109813885233695.0,6.74958250076833e+16,0.5022800000000001,0.54438,0.57855
MJ97.0141,d,Ant,g,f,Heliconiinae,Heliconius,numata,bicoloratus,MJ97.0141-d_Ant_g,1106787.0,821.2038,907.0,50.1517,236046085869.0,137316226493415.0,8.64489003793079e+16,0.50917,0.54989,0.58286
MJ97.0146,d,Ant,g,f,Heliconiinae,Heliconius,numata,bicoloratus,MJ97.0146-d_Ant_g,990304.0,778.7858,863.0,-25.8609,184103252340.0,100975657098226.0,6.02068491039855e+16,0.49962,0.5413399999999999,0.57539
MJ97.0147,d,Ant,g,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0147-d_Ant_g,1155582.0,850.9465,928.0,-41.6307,259527851206.0,155624488146846.0,1.01026413019122e+17,0.51067,0.55235,0.58595
MJ97.0154,d,Ant,g,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0154-d_Ant_g,1090301.0,803.346,881.0,-27.2141,220203102709.0,124891054707415.0,7.66123739595246e+16,0.5101100000000001,0.55125,0.5844
MJ97.0156,d,Ant,g,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0156-d_Ant_g,1014510.0,785.7104,847.0,-34.7425,193878411091.0,107155426525035.0,6.40421789235303e+16,0.51612,0.55809,0.5917899999999999
MJ97.0157,d,Ant,g,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0157-d_Ant_g,1139103.0,846.9533,920.0,-44.1109,251008463073.0,149358225837067.0,9.62447048552005e+16,0.5102399999999999,0.5522100000000001,0.58602
MJ97.0161,d,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0161-d_Ant_d,793543.0,706.1252,775.0,-34.0969,115892262308.0,57040362598346.0,3.06224887527433e+16,0.49311000000000005,0.5365,0.57189
MJ97.0161,d,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0161-d_Ant_g,816620.0,712.1885,784.0,-24.8164,122869499046.0,61138632476442.0,3.31302419862293e+16,0.49476000000000003,0.53759,0.57245
MJ97.0161,v,Ant,d,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0161-v_Ant_d,818315.0,712.9927,786.0,-28.9163,123799496738.0,61726211697160.0,3.35127381298896e+16,0.49485,0.53756,0.57233
MJ97.0161,v,Ant,g,m,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0161-v_Ant_g,793497.0,705.9333,775.0,-34.7664,115684860451.0,56900770477253.0,3.05287448956165e+16,0.49268,0.5360699999999999,0.5714600000000001
MJ97.0162,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0162-d_Ant_d,916304.0,753.3168,822.0,6.9084,157891830039.0,83488641125701.0,4.79656449479001e+16,0.505,0.54742,0.5819
MJ97.0162,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0162-d_Ant_g,916204.0,757.0084,836.0,32.3568,161964169147.0,86465029181599.0,5.01326261250238e+16,0.50293,0.5446,0.57853
MJ97.0162,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0162-v_Ant_d,917571.0,758.4882,837.0,32.1781,163167596807.0,87321302146743.0,5.07445325445243e+16,0.5038199999999999,0.54547,0.57938
MJ97.0162,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0162-v_Ant_g,917249.0,754.1507,824.0,10.6957,158274674265.0,83769265739967.0,4.81782533790902e+16,0.50412,0.54652,0.58098
MJ97.0168,d,Ant,g,m,Heliconiinae,Heliconius,numata,silvana,MJ97.0168-d_Ant_g,1136700.0,825.5048,892.0,-46.251999999999995,227634879766.0,130486212488262.0,8.11768488122881e+16,0.50169,0.54485,0.5795399999999999
MJ97.0170,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ97.0170-d_Ant_d,1264484.0,893.1322,987.0,13.7617,311232657050.0,196260942781810.0,1.34506333677712e+17,0.50265,0.5444899999999999,0.57862
MJ97.0170,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ97.0170-d_Ant_g,1276141.0,903.5982,1001.0,-19.7145,317274312222.0,201651514571162.0,1.39431245223383e+17,0.49812,0.54009,0.57436
MJ97.0170,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ97.0170-v_Ant_d,1277078.0,904.2943,999.0,-13.0129,317941669174.0,202194699329810.0,1.39869412233002e+17,0.49946,0.5415300000000001,0.57585
MJ97.0170,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ97.0170-v_Ant_g,1264190.0,892.6462,985.0,10.9365,310893568344.0,195931248088736.0,1.3418335917519e+17,0.50346,0.54533,0.57948
MJ97.0171,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ97.0171-d_Ant_d,1075783.0,815.3379,899.0,-4.9373,219183295260.0,125877327431530.0,7.85781555919274e+16,0.5020899999999999,0.54406,0.57828
MJ97.0171,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ97.0171-d_Ant_g,1075798.0,804.8351,898.0,42.3356,219552038973.0,125573572292417.0,7.80323145990111e+16,0.50307,0.54423,0.57791
MJ97.0171,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ97.0171-v_Ant_d,1078062.0,805.0613,898.0,39.5275,220768221667.0,126393196260925.0,7.85948118827034e+16,0.50393,0.54503,0.5786399999999999
MJ97.0171,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,mothone,MJ97.0171-v_Ant_g,1075813.0,816.1624,899.0,-0.7569100000000001,220007817262.0,126533656895050.0,7.90914648012641e+16,0.50303,0.545,0.57921
MJ97.0175,d,Ant,g,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0175-d_Ant_g,1114970.0,835.4314,906.0,-28.3476,234400410228.0,136882280640720.0,8.6683428913027e+16,0.50608,0.54857,0.5828300000000001
MJ97.0177,d,Ant,d,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0177-d_Ant_d,998864.0,779.2994,850.0,-24.2393,186798545760.0,102361446372974.0,6.07294459448909e+16,0.50876,0.5505399999999999,0.58419
MJ97.0178,d,Ant,g,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0178-d_Ant_g,917150.0,766.5545,831.0,-45.4193,164208650068.0,88259909852372.0,5.13842500382754e+16,0.5091899999999999,0.55145,0.5854600000000001
MJ97.0182,d,Ant,g,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0182-d_Ant_g,1040611.0,792.9265,869.0,-48.5547,202732847350.0,113326614581132.0,6.86423747112949e+16,0.5079199999999999,0.54953,0.58318
MJ97.0195,d,Ant,d,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0195-d_Ant_d,988460.0,781.555,845.0,3.5016,186062417269.0,102299566451885.0,6.09279597349232e+16,0.51344,0.55562,0.58967
MJ97.0198,d,Ant,g,f,Heliconiinae,Heliconius,numata,arcuella,MJ97.0198-d_Ant_g,1179945.0,845.2232,927.0,-46.2413,261862509596.0,155951744846112.0,1.00488263289612e+17,0.5081899999999999,0.5494899999999999,0.58275
MJ97.0199,d,Ant,d,m,Heliconiinae,Heliconius,numata,aurora,MJ97.0199-d_Ant_d,990113.0,776.457,837.0,-24.8742,182325706895.0,99343467332663.0,5.86429925449779e+16,0.51269,0.5551699999999999,0.5894
MJ97.0202,d,Ant,g,m,Heliconiinae,Heliconius,numata,aurora,MJ97.0202-d_Ant_g,989381.0,772.7694,840.0,-41.9793,182685827984.0,99309450937780.0,5.84101465266426e+16,0.51155,0.5532600000000001,0.58682
MJ97.0205,d,Ant,d,m,Heliconiinae,Heliconius,numata,arcuella,MJ97.0205-d_Ant_d,972383.0,793.2081,863.0,-17.3366,185498080785.0,103088847262053.0,6.21353890027608e+16,0.5061,0.54842,0.5825899999999999
MJ97.0206,d,Ant,g,f,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0206-d_Ant_g,808009.0,692.1527,762.0,-12.4642,119418984499.0,58191243794859.0,3.0744940391613e+16,0.50451,0.546,0.5796100000000001
MJ97.0208,d,Ant,d,m,Heliconiinae,Heliconius,numata,silvana,MJ97.0208-d_Ant_d,887923.0,715.8053,785.0,9.3191,140640736774.0,70780080516226.0,3.85263575634552e+16,0.5069899999999999,0.54825,0.5814
MJ97.0210,v,Ant,d,m,Heliconiinae,Heliconius,numata,tarapotensis,MJ97.0210-v_Ant_d,1070587.0,806.0234,879.0,-43.4926,214193672870.0,121413930355784.0,7.45406542161671e+16,0.5088699999999999,0.55067,0.58439
MJ97.0211,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0211-d_Ant_d,844087.0,731.5601,811.0,8.3832,137313790939.0,70618703791511.0,3.95134955166452e+16,0.49733,0.5392899999999999,0.57355
MJ97.0211,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0211-d_Ant_g,846174.0,731.7791,803.0,-8.8518,137789907002.0,70922665736704.0,3.97131406361797e+16,0.50253,0.545,0.57963
MJ97.0211,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0211-v_Ant_d,850818.0,733.5508,805.0,-4.7201,139233018489.0,71835313530241.0,4.03148568160595e+16,0.50252,0.54497,0.57958
MJ97.0211,v,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0211-v_Ant_g,846062.0,732.5945,811.0,7.3099,137728662701.0,70880269827907.0,3.96852812904234e+16,0.4975,0.5395399999999999,0.5738300000000001
MJ97.0212,d,Ant,g,f,Heliconiinae,Heliconius,numata,arcuella,MJ97.0212-d_Ant_g,1018291.0,784.0424,860.0,27.5375,195034161950.0,107893500082926.0,6.46733586876714e+16,0.50889,0.55023,0.58373
MJ97.0215,d,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0215-d_Ant_d,995893.0,816.1102,900.0,22.8446,215499467867.0,125118806400173.0,7.83635998697594e+16,0.51686,0.5564899999999999,0.58848
MJ97.0215,d,Ant,g,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0215-d_Ant_g,1024027.0,814.0461,892.0,7.263,205093449101.0,116983349156541.0,7.24777253040178e+16,0.50171,0.54397,0.57824
MJ97.0215,v,Ant,d,f,Ithomiinae,Melinaea,marsaeus,phasiana,MJ97.0215-v_Ant_d,1024270.0,814.0283,891.0,9.4519,205015455931.0,116904724697271.0,7.24032884288624e+16,0.50212,0.5444100000000001,0.5787100000000001
