,harvestTime,BikeID,by_hour,battery,EBikeState,EBikeStateID,battery_status,battery_status_id
314,2021-04-30 00:20:02,74,0,75,Normal,2,PERFECT,0
315,2021-04-30 00:20:02,75,0,67,Normal,2,PERFECT,0
316,2021-04-30 00:20:02,76,0,77,Normal,2,PERFECT,0
317,2021-04-30 00:20:02,80,0,74,Normal,2,PERFECT,0
318,2021-04-30 00:20:02,82,0,78,Normal,2,PERFECT,0
319,2021-04-30 00:20:02,83,0,48,Normal,2,GOOD,1
320,2021-04-30 00:20:02,85,0,67,Normal,2,PERFECT,0
321,2021-04-30 00:20:02,86,0,86,Normal,2,PERFECT,0
322,2021-04-30 00:20:02,87,0,43,Normal,2,GOOD,1
323,2021-04-30 00:20:02,90,0,45,Normal,2,GOOD,1
324,2021-04-30 00:20:02,92,0,80,Normal,2,PERFECT,0
325,2021-04-30 00:20:02,93,0,93,Normal,2,PERFECT,0
326,2021-04-30 00:20:02,94,0,66,Normal,2,PERFECT,0
327,2021-04-30 00:20:02,95,0,45,Normal,2,GOOD,1
328,2021-04-30 00:20:02,96,0,70,Normal,2,PERFECT,0
329,2021-04-30 00:20:02,99,0,47,Normal,2,GOOD,1
330,2021-04-30 00:20:02,102,0,87,Normal,2,PERFECT,0
331,2021-04-30 00:20:02,103,0,65,Normal,2,PERFECT,0
332,2021-04-30 00:20:02,104,0,81,Normal,2,PERFECT,0
333,2021-04-30 00:20:02,106,0,80,Normal,2,PERFECT,0
334,2021-04-30 00:20:02,111,0,68,Normal,2,PERFECT,0
335,2021-04-30 00:20:02,114,0,80,Normal,2,PERFECT,0
336,2021-04-30 00:20:02,116,0,44,Normal,2,GOOD,1
337,2021-04-30 00:20:02,117,0,41,Normal,2,GOOD,1
338,2021-04-30 00:20:02,120,0,47,Normal,2,GOOD,1
339,2021-04-30 00:20:02,124,0,77,Laying on the ground,5,PERFECT,0
340,2021-04-30 00:25:02,5,0,70,Normal,2,PERFECT,0
341,2021-04-30 00:25:02,6,0,62,Normal,2,PERFECT,0
342,2021-04-30 00:25:02,7,0,66,Normal,2,PERFECT,0
343,2021-04-30 00:25:02,8,0,68,Normal,2,PERFECT,0
344,2021-04-30 00:25:02,9,0,75,Normal,2,PERFECT,0
345,2021-04-30 00:25:02,10,0,72,Normal,2,PERFECT,0
346,2021-04-30 00:25:02,12,0,65,Normal,2,PERFECT,0
347,2021-04-30 00:25:02,13,0,77,Normal,2,PERFECT,0
348,2021-04-30 00:25:02,14,0,46,Normal,2,GOOD,1
349,2021-04-30 00:25:02,16,0,0,Normal,2,DEAD,3
350,2021-04-30 00:25:02,17,0,48,Normal,2,GOOD,1
