,bikeid,HarvestTime,id,name,max,min,bikeid,battery,ebikestateid,name
368,48,2021-04-30 00:25:02,1,Perfect,100,60,48,80,2,Normal
369,50,2021-04-30 00:25:02,2,Good,59,20,50,41,2,Normal
370,52,2021-04-30 00:25:02,1,Perfect,100,60,52,64,2,Normal
371,53,2021-04-30 00:25:02,2,Good,59,20,53,47,2,Normal
372,55,2021-04-30 00:25:02,2,Good,59,20,55,53,2,Normal
373,56,2021-04-30 00:25:02,1,Perfect,100,60,56,66,2,Normal
374,59,2021-04-30 00:25:02,2,Good,59,20,59,40,2,Normal
375,60,2021-04-30 00:25:02,2,Good,59,20,60,30,2,Normal
376,61,2021-04-30 00:25:02,2,Good,59,20,61,33,2,Normal
377,63,2021-04-30 00:25:02,2,Good,59,20,63,37,2,Normal
378,66,2021-04-30 00:25:02,1,Perfect,100,60,66,63,2,Normal
379,69,2021-04-30 00:25:02,2,Good,59,20,69,48,2,Normal
380,71,2021-04-30 00:25:02,2,Good,59,20,71,36,2,Normal
381,73,2021-04-30 00:25:02,2,Good,59,20,73,57,2,Normal
382,74,2021-04-30 00:25:02,1,Perfect,100,60,74,75,2,Normal
383,75,2021-04-30 00:25:02,1,Perfect,100,60,75,67,2,Normal
384,76,2021-04-30 00:25:02,1,Perfect,100,60,76,77,2,Normal
385,80,2021-04-30 00:25:02,1,Perfect,100,60,80,74,2,Normal
386,82,2021-04-30 00:25:02,1,Perfect,100,60,82,78,2,Normal
387,83,2021-04-30 00:25:02,2,Good,59,20,83,48,2,Normal
388,85,2021-04-30 00:25:02,1,Perfect,100,60,85,67,2,Normal
389,86,2021-04-30 00:25:02,1,Perfect,100,60,86,86,2,Normal
390,87,2021-04-30 00:25:02,2,Good,59,20,87,43,2,Normal
391,90,2021-04-30 00:25:02,2,Good,59,20,90,45,2,Normal
392,92,2021-04-30 00:25:02,1,Perfect,100,60,92,80,2,Normal
393,93,2021-04-30 00:25:02,1,Perfect,100,60,93,93,2,Normal
394,94,2021-04-30 00:25:02,1,Perfect,100,60,94,66,2,Normal
395,95,2021-04-30 00:25:02,2,Good,59,20,95,45,2,Normal
396,96,2021-04-30 00:25:02,1,Perfect,100,60,96,70,2,Normal
397,99,2021-04-30 00:25:02,2,Good,59,20,99,47,2,Normal
398,102,2021-04-30 00:25:02,1,Perfect,100,60,102,87,2,Normal
399,103,2021-04-30 00:25:02,1,Perfect,100,60,103,65,2,Normal
400,104,2021-04-30 00:25:02,1,Perfect,100,60,104,81,2,Normal
401,106,2021-04-30 00:25:02,1,Perfect,100,60,106,80,2,Normal
402,111,2021-04-30 00:25:02,1,Perfect,100,60,111,68,2,Normal
403,114,2021-04-30 00:25:02,1,Perfect,100,60,114,80,2,Normal
404,116,2021-04-30 00:25:02,2,Good,59,20,116,44,2,Normal
405,117,2021-04-30 00:25:02,2,Good,59,20,117,41,2,Normal
406,120,2021-04-30 00:25:02,2,Good,59,20,120,47,2,Normal
407,124,2021-04-30 00:25:02,1,Perfect,100,60,124,77,5,Laying on the ground
408,5,2021-04-30 00:30:02,1,Perfect,100,60,5,70,2,Normal
409,6,2021-04-30 00:30:02,1,Perfect,100,60,6,62,2,Normal
410,7,2021-04-30 00:30:02,1,Perfect,100,60,7,66,2,Normal
411,8,2021-04-30 00:30:02,1,Perfect,100,60,8,68,2,Normal
412,9,2021-04-30 00:30:02,1,Perfect,100,60,9,75,2,Normal
413,10,2021-04-30 00:30:02,1,Perfect,100,60,10,72,2,Normal
414,12,2021-04-30 00:30:02,1,Perfect,100,60,12,65,2,Normal
415,13,2021-04-30 00:30:02,1,Perfect,100,60,13,77,2,Normal
416,14,2021-04-30 00:30:02,2,Good,59,20,14,46,2,Normal
417,16,2021-04-30 00:30:02,4,Dead,0,0,16,0,2,Normal
418,17,2021-04-30 00:30:02,2,Good,59,20,17,48,2,Normal
419,18,2021-04-30 00:30:02,2,Good,59,20,18,47,2,Normal
420,19,2021-04-30 00:30:02,1,Perfect,100,60,19,80,2,Normal
421,20,2021-04-30 00:30:02,1,Perfect,100,60,20,76,2,Normal
422,21,2021-04-30 00:30:02,1,Perfect,100,60,21,77,2,Normal
423,22,2021-04-30 00:30:02,1,Perfect,100,60,22,67,2,Normal
424,25,2021-04-30 00:30:02,4,Dead,0,0,25,0,2,Normal
425,26,2021-04-30 00:30:02,1,Perfect,100,60,26,88,2,Normal
426,27,2021-04-30 00:30:02,2,Good,59,20,27,53,2,Normal
427,30,2021-04-30 00:30:02,1,Perfect,100,60,30,67,2,Normal
428,31,2021-04-30 00:30:02,2,Good,59,20,31,42,2,Normal
429,33,2021-04-30 00:30:02,1,Perfect,100,60,33,60,2,Normal
430,35,2021-04-30 00:30:02,2,Good,59,20,35,47,2,Normal
431,41,2021-04-30 00:30:02,1,Perfect,100,60,41,82,2,Normal
432,42,2021-04-30 00:30:02,1,Perfect,100,60,42,77,2,Normal
433,43,2021-04-30 00:30:02,1,Perfect,100,60,43,81,2,Normal
434,44,2021-04-30 00:30:02,4,Dead,0,0,44,0,2,Normal
435,45,2021-04-30 00:30:02,1,Perfect,100,60,45,80,2,Normal
436,48,2021-04-30 00:30:02,1,Perfect,100,60,48,80,2,Normal
437,50,2021-04-30 00:30:02,2,Good,59,20,50,41,2,Normal
438,52,2021-04-30 00:30:02,1,Perfect,100,60,52,64,2,Normal
439,53,2021-04-30 00:30:02,2,Good,59,20,53,47,2,Normal
440,55,2021-04-30 00:30:02,2,Good,59,20,55,53,2,Normal
441,56,2021-04-30 00:30:02,1,Perfect,100,60,56,66,2,Normal
442,59,2021-04-30 00:30:02,2,Good,59,20,59,40,2,Normal
443,60,2021-04-30 00:30:02,2,Good,59,20,60,30,2,Normal
444,61,2021-04-30 00:30:02,2,Good,59,20,61,33,2,Normal
445,63,2021-04-30 00:30:02,2,Good,59,20,63,37,2,Normal
446,66,2021-04-30 00:30:02,1,Perfect,100,60,66,63,2,Normal
447,69,2021-04-30 00:30:02,2,Good,59,20,69,48,2,Normal
448,71,2021-04-30 00:30:02,2,Good,59,20,71,36,2,Normal
449,73,2021-04-30 00:30:02,2,Good,59,20,73,57,2,Normal
450,74,2021-04-30 00:30:02,1,Perfect,100,60,74,75,2,Normal
451,75,2021-04-30 00:30:02,1,Perfect,100,60,75,67,2,Normal
452,76,2021-04-30 00:30:02,1,Perfect,100,60,76,77,2,Normal
453,80,2021-04-30 00:30:02,1,Perfect,100,60,80,74,2,Normal
454,82,2021-04-30 00:30:02,1,Perfect,100,60,82,78,2,Normal
455,83,2021-04-30 00:30:02,2,Good,59,20,83,48,2,Normal
456,85,2021-04-30 00:30:02,1,Perfect,100,60,85,67,2,Normal
457,86,2021-04-30 00:30:02,1,Perfect,100,60,86,86,2,Normal
458,87,2021-04-30 00:30:02,2,Good,59,20,87,43,2,Normal
459,90,2021-04-30 00:30:02,2,Good,59,20,90,45,2,Normal
460,92,2021-04-30 00:30:02,1,Perfect,100,60,92,80,2,Normal
461,93,2021-04-30 00:30:02,1,Perfect,100,60,93,93,2,Normal
462,94,2021-04-30 00:30:02,1,Perfect,100,60,94,66,2,Normal
463,95,2021-04-30 00:30:02,2,Good,59,20,95,45,2,Normal
464,96,2021-04-30 00:30:02,1,Perfect,100,60,96,70,2,Normal
465,99,2021-04-30 00:30:02,2,Good,59,20,99,47,2,Normal
466,102,2021-04-30 00:30:02,1,Perfect,100,60,102,87,2,Normal
467,103,2021-04-30 00:30:02,1,Perfect,100,60,103,65,2,Normal
468,104,2021-04-30 00:30:02,1,Perfect,100,60,104,81,2,Normal
469,106,2021-04-30 00:30:02,1,Perfect,100,60,106,80,2,Normal
470,111,2021-04-30 00:30:02,1,Perfect,100,60,111,68,2,Normal
471,114,2021-04-30 00:30:02,1,Perfect,100,60,114,80,2,Normal
472,116,2021-04-30 00:30:02,2,Good,59,20,116,44,2,Normal
473,117,2021-04-30 00:30:02,2,Good,59,20,117,41,2,Normal
474,120,2021-04-30 00:30:02,2,Good,59,20,120,47,2,Normal
475,124,2021-04-30 00:30:02,1,Perfect,100,60,124,77,5,Laying on the ground
476,5,2021-04-30 00:35:02,1,Perfect,100,60,5,70,2,Normal
477,6,2021-04-30 00:35:02,1,Perfect,100,60,6,62,2,Normal
478,7,2021-04-30 00:35:02,1,Perfect,100,60,7,66,2,Normal
479,8,2021-04-30 00:35:02,1,Perfect,100,60,8,68,2,Normal
480,9,2021-04-30 00:35:02,1,Perfect,100,60,9,75,2,Normal
481,10,2021-04-30 00:35:02,1,Perfect,100,60,10,72,2,Normal
482,12,2021-04-30 00:35:02,1,Perfect,100,60,12,65,2,Normal
483,13,2021-04-30 00:35:02,1,Perfect,100,60,13,77,2,Normal
484,14,2021-04-30 00:35:02,2,Good,59,20,14,46,2,Normal
485,16,2021-04-30 00:35:02,4,Dead,0,0,16,0,2,Normal
486,17,2021-04-30 00:35:02,2,Good,59,20,17,48,2,Normal
487,18,2021-04-30 00:35:02,2,Good,59,20,18,47,2,Normal
488,19,2021-04-30 00:35:02,1,Perfect,100,60,19,80,2,Normal
489,20,2021-04-30 00:35:02,1,Perfect,100,60,20,76,2,Normal
490,21,2021-04-30 00:35:02,1,Perfect,100,60,21,77,2,Normal
491,22,2021-04-30 00:35:02,1,Perfect,100,60,22,67,2,Normal
492,25,2021-04-30 00:35:02,4,Dead,0,0,25,0,2,Normal
493,26,2021-04-30 00:35:02,1,Perfect,100,60,26,88,2,Normal
494,27,2021-04-30 00:35:02,2,Good,59,20,27,53,2,Normal
495,30,2021-04-30 00:35:02,1,Perfect,100,60,30,67,2,Normal
496,31,2021-04-30 00:35:02,2,Good,59,20,31,42,2,Normal
497,33,2021-04-30 00:35:02,1,Perfect,100,60,33,60,2,Normal
498,35,2021-04-30 00:35:02,2,Good,59,20,35,47,2,Normal
499,41,2021-04-30 00:35:02,1,Perfect,100,60,41,82,2,Normal
500,42,2021-04-30 00:35:02,1,Perfect,100,60,42,77,2,Normal
501,43,2021-04-30 00:35:02,1,Perfect,100,60,43,81,2,Normal
502,44,2021-04-30 00:35:02,4,Dead,0,0,44,0,2,Normal
503,45,2021-04-30 00:35:02,1,Perfect,100,60,45,80,2,Normal
504,48,2021-04-30 00:35:02,1,Perfect,100,60,48,80,2,Normal
505,50,2021-04-30 00:35:02,2,Good,59,20,50,41,2,Normal
506,52,2021-04-30 00:35:02,1,Perfect,100,60,52,64,2,Normal
507,53,2021-04-30 00:35:02,2,Good,59,20,53,47,2,Normal
508,55,2021-04-30 00:35:02,2,Good,59,20,55,53,2,Normal
509,56,2021-04-30 00:35:02,1,Perfect,100,60,56,66,2,Normal
510,59,2021-04-30 00:35:02,2,Good,59,20,59,40,2,Normal
511,60,2021-04-30 00:35:02,2,Good,59,20,60,30,2,Normal
512,61,2021-04-30 00:35:02,2,Good,59,20,61,33,2,Normal
513,63,2021-04-30 00:35:02,2,Good,59,20,63,37,2,Normal
514,66,2021-04-30 00:35:02,1,Perfect,100,60,66,63,2,Normal
515,69,2021-04-30 00:35:02,2,Good,59,20,69,48,2,Normal
516,71,2021-04-30 00:35:02,2,Good,59,20,71,36,2,Normal
517,73,2021-04-30 00:35:02,2,Good,59,20,73,57,2,Normal
518,74,2021-04-30 00:35:02,1,Perfect,100,60,74,75,2,Normal
519,75,2021-04-30 00:35:02,1,Perfect,100,60,75,67,2,Normal
520,76,2021-04-30 00:35:02,1,Perfect,100,60,76,77,2,Normal
521,80,2021-04-30 00:35:02,1,Perfect,100,60,80,74,2,Normal
522,82,2021-04-30 00:35:02,1,Perfect,100,60,82,78,2,Normal
523,83,2021-04-30 00:35:02,2,Good,59,20,83,48,2,Normal
524,85,2021-04-30 00:35:02,1,Perfect,100,60,85,67,2,Normal
525,86,2021-04-30 00:35:02,1,Perfect,100,60,86,86,2,Normal
526,87,2021-04-30 00:35:02,2,Good,59,20,87,43,2,Normal
527,90,2021-04-30 00:35:02,2,Good,59,20,90,45,2,Normal
528,92,2021-04-30 00:35:02,1,Perfect,100,60,92,80,2,Normal
529,93,2021-04-30 00:35:02,1,Perfect,100,60,93,93,2,Normal
530,94,2021-04-30 00:35:02,1,Perfect,100,60,94,66,2,Normal
531,95,2021-04-30 00:35:02,2,Good,59,20,95,45,2,Normal
532,96,2021-04-30 00:35:02,1,Perfect,100,60,96,70,2,Normal
533,99,2021-04-30 00:35:02,2,Good,59,20,99,47,2,Normal
534,102,2021-04-30 00:35:02,1,Perfect,100,60,102,87,2,Normal
535,103,2021-04-30 00:35:02,1,Perfect,100,60,103,65,2,Normal
536,104,2021-04-30 00:35:02,1,Perfect,100,60,104,81,2,Normal
537,106,2021-04-30 00:35:02,1,Perfect,100,60,106,80,2,Normal
538,111,2021-04-30 00:35:02,1,Perfect,100,60,111,68,2,Normal
539,114,2021-04-30 00:35:02,1,Perfect,100,60,114,80,2,Normal
540,116,2021-04-30 00:35:02,2,Good,59,20,116,44,2,Normal
541,117,2021-04-30 00:35:02,2,Good,59,20,117,41,2,Normal
542,120,2021-04-30 00:35:02,2,Good,59,20,120,47,2,Normal
543,124,2021-04-30 00:35:02,1,Perfect,100,60,124,77,5,Laying on the ground
544,5,2021-04-30 00:40:02,1,Perfect,100,60,5,70,2,Normal
545,6,2021-04-30 00:40:02,1,Perfect,100,60,6,62,2,Normal
546,7,2021-04-30 00:40:02,1,Perfect,100,60,7,66,2,Normal
547,8,2021-04-30 00:40:02,1,Perfect,100,60,8,68,2,Normal
548,9,2021-04-30 00:40:02,1,Perfect,100,60,9,75,2,Normal
549,10,2021-04-30 00:40:02,1,Perfect,100,60,10,72,2,Normal
550,12,2021-04-30 00:40:02,1,Perfect,100,60,12,65,2,Normal
551,13,2021-04-30 00:40:02,1,Perfect,100,60,13,77,2,Normal
552,14,2021-04-30 00:40:02,2,Good,59,20,14,46,2,Normal
553,16,2021-04-30 00:40:02,4,Dead,0,0,16,0,2,Normal
554,17,2021-04-30 00:40:02,2,Good,59,20,17,48,2,Normal
555,18,2021-04-30 00:40:02,2,Good,59,20,18,47,2,Normal
556,19,2021-04-30 00:40:02,1,Perfect,100,60,19,80,2,Normal
557,20,2021-04-30 00:40:02,1,Perfect,100,60,20,76,2,Normal
558,21,2021-04-30 00:40:02,1,Perfect,100,60,21,77,2,Normal
559,22,2021-04-30 00:40:02,1,Perfect,100,60,22,67,2,Normal
560,25,2021-04-30 00:40:02,4,Dead,0,0,25,0,2,Normal
561,26,2021-04-30 00:40:02,1,Perfect,100,60,26,88,2,Normal
562,27,2021-04-30 00:40:02,2,Good,59,20,27,53,2,Normal
563,30,2021-04-30 00:40:02,1,Perfect,100,60,30,67,2,Normal
564,31,2021-04-30 00:40:02,2,Good,59,20,31,42,2,Normal
565,33,2021-04-30 00:40:02,1,Perfect,100,60,33,60,2,Normal
566,35,2021-04-30 00:40:02,2,Good,59,20,35,47,2,Normal
567,41,2021-04-30 00:40:02,1,Perfect,100,60,41,82,2,Normal
568,42,2021-04-30 00:40:02,1,Perfect,100,60,42,77,2,Normal
569,43,2021-04-30 00:40:02,1,Perfect,100,60,43,81,2,Normal
570,44,2021-04-30 00:40:02,4,Dead,0,0,44,0,2,Normal
571,45,2021-04-30 00:40:02,1,Perfect,100,60,45,80,2,Normal
572,48,2021-04-30 00:40:02,1,Perfect,100,60,48,80,2,Normal
573,50,2021-04-30 00:40:02,2,Good,59,20,50,41,2,Normal
574,52,2021-04-30 00:40:02,1,Perfect,100,60,52,64,2,Normal
575,53,2021-04-30 00:40:02,2,Good,59,20,53,47,2,Normal
576,55,2021-04-30 00:40:02,2,Good,59,20,55,53,2,Normal
577,56,2021-04-30 00:40:02,1,Perfect,100,60,56,66,2,Normal
578,59,2021-04-30 00:40:02,2,Good,59,20,59,40,2,Normal
579,60,2021-04-30 00:40:02,2,Good,59,20,60,30,2,Normal
580,61,2021-04-30 00:40:02,2,Good,59,20,61,33,2,Normal
581,63,2021-04-30 00:40:02,2,Good,59,20,63,37,2,Normal
582,66,2021-04-30 00:40:02,1,Perfect,100,60,66,63,2,Normal
583,69,2021-04-30 00:40:02,2,Good,59,20,69,48,2,Normal
584,71,2021-04-30 00:40:02,2,Good,59,20,71,36,2,Normal
585,73,2021-04-30 00:40:02,2,Good,59,20,73,57,2,Normal
586,74,2021-04-30 00:40:02,1,Perfect,100,60,74,75,2,Normal
587,75,2021-04-30 00:40:02,1,Perfect,100,60,75,67,2,Normal
588,76,2021-04-30 00:40:02,1,Perfect,100,60,76,77,2,Normal
589,80,2021-04-30 00:40:02,1,Perfect,100,60,80,74,2,Normal
590,82,2021-04-30 00:40:02,1,Perfect,100,60,82,78,2,Normal
591,83,2021-04-30 00:40:02,2,Good,59,20,83,48,2,Normal
592,85,2021-04-30 00:40:02,1,Perfect,100,60,85,67,2,Normal
593,86,2021-04-30 00:40:02,1,Perfect,100,60,86,86,2,Normal
594,87,2021-04-30 00:40:02,2,Good,59,20,87,43,2,Normal
595,90,2021-04-30 00:40:02,2,Good,59,20,90,45,2,Normal
596,92,2021-04-30 00:40:02,1,Perfect,100,60,92,80,2,Normal
597,93,2021-04-30 00:40:02,1,Perfect,100,60,93,93,2,Normal
598,94,2021-04-30 00:40:02,1,Perfect,100,60,94,66,2,Normal
599,95,2021-04-30 00:40:02,2,Good,59,20,95,45,2,Normal
600,96,2021-04-30 00:40:02,1,Perfect,100,60,96,70,2,Normal
601,99,2021-04-30 00:40:02,2,Good,59,20,99,47,2,Normal
602,102,2021-04-30 00:40:02,1,Perfect,100,60,102,87,2,Normal
603,103,2021-04-30 00:40:02,1,Perfect,100,60,103,65,2,Normal
604,104,2021-04-30 00:40:02,1,Perfect,100,60,104,81,2,Normal
605,106,2021-04-30 00:40:02,1,Perfect,100,60,106,80,2,Normal
606,111,2021-04-30 00:40:02,1,Perfect,100,60,111,68,2,Normal
607,114,2021-04-30 00:40:02,1,Perfect,100,60,114,80,2,Normal
608,116,2021-04-30 00:40:02,2,Good,59,20,116,44,2,Normal
609,117,2021-04-30 00:40:02,2,Good,59,20,117,41,2,Normal
610,120,2021-04-30 00:40:02,2,Good,59,20,120,47,2,Normal
611,124,2021-04-30 00:40:02,1,Perfect,100,60,124,77,5,Laying on the ground
612,5,2021-04-30 00:45:02,1,Perfect,100,60,5,70,2,Normal
613,6,2021-04-30 00:45:02,1,Perfect,100,60,6,62,2,Normal
614,7,2021-04-30 00:45:02,1,Perfect,100,60,7,66,2,Normal
615,8,2021-04-30 00:45:02,1,Perfect,100,60,8,68,2,Normal
616,9,2021-04-30 00:45:02,1,Perfect,100,60,9,75,2,Normal
617,10,2021-04-30 00:45:02,1,Perfect,100,60,10,72,2,Normal
618,12,2021-04-30 00:45:02,1,Perfect,100,60,12,65,2,Normal
619,13,2021-04-30 00:45:02,1,Perfect,100,60,13,77,2,Normal
620,14,2021-04-30 00:45:02,2,Good,59,20,14,46,2,Normal
621,16,2021-04-30 00:45:02,4,Dead,0,0,16,0,2,Normal
622,17,2021-04-30 00:45:02,2,Good,59,20,17,48,2,Normal
623,18,2021-04-30 00:45:02,2,Good,59,20,18,47,2,Normal
624,19,2021-04-30 00:45:02,1,Perfect,100,60,19,80,2,Normal
625,20,2021-04-30 00:45:02,1,Perfect,100,60,20,76,2,Normal
626,21,2021-04-30 00:45:02,1,Perfect,100,60,21,77,2,Normal
627,22,2021-04-30 00:45:02,1,Perfect,100,60,22,67,2,Normal
628,25,2021-04-30 00:45:02,4,Dead,0,0,25,0,2,Normal
629,26,2021-04-30 00:45:02,1,Perfect,100,60,26,88,2,Normal
630,27,2021-04-30 00:45:02,2,Good,59,20,27,53,2,Normal
631,30,2021-04-30 00:45:02,1,Perfect,100,60,30,67,2,Normal
632,31,2021-04-30 00:45:02,2,Good,59,20,31,42,2,Normal
633,33,2021-04-30 00:45:02,1,Perfect,100,60,33,60,2,Normal
634,35,2021-04-30 00:45:02,2,Good,59,20,35,47,2,Normal
635,41,2021-04-30 00:45:02,1,Perfect,100,60,41,82,2,Normal
636,42,2021-04-30 00:45:02,1,Perfect,100,60,42,77,2,Normal
637,43,2021-04-30 00:45:02,1,Perfect,100,60,43,81,2,Normal
638,44,2021-04-30 00:45:02,4,Dead,0,0,44,0,2,Normal
639,45,2021-04-30 00:45:02,1,Perfect,100,60,45,80,2,Normal
640,48,2021-04-30 00:45:02,1,Perfect,100,60,48,80,2,Normal
641,50,2021-04-30 00:45:02,2,Good,59,20,50,41,2,Normal
642,52,2021-04-30 00:45:02,1,Perfect,100,60,52,64,2,Normal
643,53,2021-04-30 00:45:02,2,Good,59,20,53,47,2,Normal
644,55,2021-04-30 00:45:02,2,Good,59,20,55,53,2,Normal
645,56,2021-04-30 00:45:02,1,Perfect,100,60,56,66,2,Normal
646,59,2021-04-30 00:45:02,2,Good,59,20,59,40,2,Normal
647,60,2021-04-30 00:45:02,2,Good,59,20,60,30,2,Normal
648,61,2021-04-30 00:45:02,2,Good,59,20,61,33,2,Normal
649,63,2021-04-30 00:45:02,2,Good,59,20,63,37,2,Normal
650,66,2021-04-30 00:45:02,1,Perfect,100,60,66,63,2,Normal
651,69,2021-04-30 00:45:02,2,Good,59,20,69,48,2,Normal
652,71,2021-04-30 00:45:02,2,Good,59,20,71,36,2,Normal
653,73,2021-04-30 00:45:02,2,Good,59,20,73,57,2,Normal
654,74,2021-04-30 00:45:02,1,Perfect,100,60,74,75,2,Normal
655,75,2021-04-30 00:45:02,1,Perfect,100,60,75,67,2,Normal
656,76,2021-04-30 00:45:02,1,Perfect,100,60,76,77,2,Normal
657,80,2021-04-30 00:45:02,1,Perfect,100,60,80,74,2,Normal
658,82,2021-04-30 00:45:02,1,Perfect,100,60,82,78,2,Normal
659,83,2021-04-30 00:45:02,2,Good,59,20,83,48,2,Normal
660,85,2021-04-30 00:45:02,1,Perfect,100,60,85,67,2,Normal
661,86,2021-04-30 00:45:02,1,Perfect,100,60,86,86,2,Normal
662,87,2021-04-30 00:45:02,2,Good,59,20,87,43,2,Normal
663,90,2021-04-30 00:45:02,2,Good,59,20,90,45,2,Normal
664,92,2021-04-30 00:45:02,1,Perfect,100,60,92,80,2,Normal
665,93,2021-04-30 00:45:02,1,Perfect,100,60,93,93,2,Normal
666,94,2021-04-30 00:45:02,1,Perfect,100,60,94,66,2,Normal
667,95,2021-04-30 00:45:02,2,Good,59,20,95,45,2,Normal
668,96,2021-04-30 00:45:02,1,Perfect,100,60,96,70,2,Normal
669,99,2021-04-30 00:45:02,2,Good,59,20,99,47,2,Normal
670,102,2021-04-30 00:45:02,1,Perfect,100,60,102,87,2,Normal
671,103,2021-04-30 00:45:02,1,Perfect,100,60,103,65,2,Normal
672,104,2021-04-30 00:45:02,1,Perfect,100,60,104,81,2,Normal
673,106,2021-04-30 00:45:02,1,Perfect,100,60,106,80,2,Normal
674,111,2021-04-30 00:45:02,1,Perfect,100,60,111,68,2,Normal
675,114,2021-04-30 00:45:02,1,Perfect,100,60,114,80,2,Normal
676,116,2021-04-30 00:45:02,2,Good,59,20,116,44,2,Normal
677,117,2021-04-30 00:45:02,2,Good,59,20,117,41,2,Normal
678,120,2021-04-30 00:45:02,2,Good,59,20,120,47,2,Normal
679,124,2021-04-30 00:45:02,1,Perfect,100,60,124,77,5,Laying on the ground
680,5,2021-04-30 00:50:02,1,Perfect,100,60,5,70,2,Normal
681,6,2021-04-30 00:50:02,1,Perfect,100,60,6,62,2,Normal
682,7,2021-04-30 00:50:02,1,Perfect,100,60,7,66,2,Normal
683,8,2021-04-30 00:50:02,1,Perfect,100,60,8,68,2,Normal
684,9,2021-04-30 00:50:02,1,Perfect,100,60,9,75,2,Normal
685,10,2021-04-30 00:50:02,1,Perfect,100,60,10,72,2,Normal
686,12,2021-04-30 00:50:02,1,Perfect,100,60,12,65,2,Normal
687,13,2021-04-30 00:50:02,1,Perfect,100,60,13,77,2,Normal
688,14,2021-04-30 00:50:02,2,Good,59,20,14,46,2,Normal
689,16,2021-04-30 00:50:02,4,Dead,0,0,16,0,2,Normal
690,17,2021-04-30 00:50:02,2,Good,59,20,17,48,2,Normal
691,18,2021-04-30 00:50:02,2,Good,59,20,18,47,2,Normal
692,19,2021-04-30 00:50:02,1,Perfect,100,60,19,80,2,Normal
693,20,2021-04-30 00:50:02,1,Perfect,100,60,20,76,2,Normal
694,21,2021-04-30 00:50:02,1,Perfect,100,60,21,77,2,Normal
695,22,2021-04-30 00:50:02,1,Perfect,100,60,22,67,2,Normal
696,25,2021-04-30 00:50:02,4,Dead,0,0,25,0,2,Normal
697,26,2021-04-30 00:50:02,1,Perfect,100,60,26,88,2,Normal
698,27,2021-04-30 00:50:02,2,Good,59,20,27,53,2,Normal
699,30,2021-04-30 00:50:02,1,Perfect,100,60,30,67,2,Normal
700,31,2021-04-30 00:50:02,2,Good,59,20,31,42,2,Normal
701,33,2021-04-30 00:50:02,1,Perfect,100,60,33,60,2,Normal
702,35,2021-04-30 00:50:02,2,Good,59,20,35,47,2,Normal
703,41,2021-04-30 00:50:02,1,Perfect,100,60,41,82,2,Normal
704,42,2021-04-30 00:50:02,1,Perfect,100,60,42,77,2,Normal
705,43,2021-04-30 00:50:02,1,Perfect,100,60,43,81,2,Normal
706,44,2021-04-30 00:50:02,4,Dead,0,0,44,0,2,Normal
707,45,2021-04-30 00:50:02,1,Perfect,100,60,45,80,2,Normal
708,48,2021-04-30 00:50:02,1,Perfect,100,60,48,80,2,Normal
709,50,2021-04-30 00:50:02,2,Good,59,20,50,41,2,Normal
710,52,2021-04-30 00:50:02,1,Perfect,100,60,52,64,2,Normal
711,53,2021-04-30 00:50:02,2,Good,59,20,53,47,2,Normal
712,55,2021-04-30 00:50:02,2,Good,59,20,55,53,2,Normal
713,56,2021-04-30 00:50:02,1,Perfect,100,60,56,66,2,Normal
714,59,2021-04-30 00:50:02,2,Good,59,20,59,40,2,Normal
715,60,2021-04-30 00:50:02,2,Good,59,20,60,30,2,Normal
716,61,2021-04-30 00:50:02,2,Good,59,20,61,33,2,Normal
717,63,2021-04-30 00:50:02,2,Good,59,20,63,37,2,Normal
718,66,2021-04-30 00:50:02,1,Perfect,100,60,66,63,2,Normal
719,69,2021-04-30 00:50:02,2,Good,59,20,69,48,2,Normal
720,71,2021-04-30 00:50:02,2,Good,59,20,71,36,2,Normal
721,73,2021-04-30 00:50:02,2,Good,59,20,73,57,2,Normal
722,74,2021-04-30 00:50:02,1,Perfect,100,60,74,75,2,Normal
723,75,2021-04-30 00:50:02,1,Perfect,100,60,75,67,2,Normal
724,76,2021-04-30 00:50:02,1,Perfect,100,60,76,77,2,Normal
725,80,2021-04-30 00:50:02,1,Perfect,100,60,80,74,2,Normal
726,82,2021-04-30 00:50:02,1,Perfect,100,60,82,78,2,Normal
727,83,2021-04-30 00:50:02,2,Good,59,20,83,48,2,Normal
728,85,2021-04-30 00:50:02,1,Perfect,100,60,85,67,2,Normal
729,86,2021-04-30 00:50:02,1,Perfect,100,60,86,86,2,Normal
730,87,2021-04-30 00:50:02,2,Good,59,20,87,43,2,Normal
731,90,2021-04-30 00:50:02,2,Good,59,20,90,45,2,Normal
732,92,2021-04-30 00:50:02,1,Perfect,100,60,92,80,2,Normal
733,93,2021-04-30 00:50:02,1,Perfect,100,60,93,93,2,Normal
734,94,2021-04-30 00:50:02,1,Perfect,100,60,94,66,2,Normal
735,95,2021-04-30 00:50:02,2,Good,59,20,95,45,2,Normal
736,96,2021-04-30 00:50:02,1,Perfect,100,60,96,70,2,Normal
737,99,2021-04-30 00:50:02,2,Good,59,20,99,47,2,Normal
738,102,2021-04-30 00:50:02,1,Perfect,100,60,102,87,2,Normal
739,103,2021-04-30 00:50:02,1,Perfect,100,60,103,65,2,Normal
740,104,2021-04-30 00:50:02,1,Perfect,100,60,104,81,2,Normal
741,106,2021-04-30 00:50:02,1,Perfect,100,60,106,80,2,Normal
