id_wing,s_wing,wing,dg_wing,area,peri,e_len_axe1,max_len_axe1,devmax_cent_axe1,m2_axe1,m3_axe1,m4_axe1,stdm2_axe1,stdm3_axe1,stdm4_axe1,e_len_axe2,max_len_axe2,devmax_cent_axe2,m2_axe2,m3_axe2,m4_axe2,stdm2_axe2,stdm3_axe2,stdm4_axe2,sex,tribe,genus,geno1,geno2,seg
MJ02.0725-d_Ant_d,d,Ant,d,954465.0,4565.9549,1622.1291,1674.0,69.7104,967713404464.0,1166093876204630.0,1.48850925120962e+18,0.6015,0.63861,0.66756,777.8875,844.0,-25.298,179125471444.0,98157027576774.0,5.82341051974203e+16,0.51328,0.55511,0.58886,f,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0725-d_Post_g,d,Post,g,638157.0,NA,1120.3231,1100.0,-59.4572,249024797899.0,195194465382355.0,1.64017680697156e+17,0.56789,0.61252,0.64729,729.2658,731.0,-95.3215,99133019103.0,49787697268249.0,2.69029093911666e+16,0.53917,0.58454,0.61987,f,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0726-d_Ant_d,d,Ant,d,984051.0,4595.8817,1673.3414,1741.0,89.1505,1069847709180.0,1336034050619670.0,1.7700928152209e+18,0.5989,0.63602,0.66519,774.3652,844.0,-39.1989,178260702151.0,96684173147953.0,5.69037777083334e+16,0.50429,0.54673,0.58102,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0726-d_Post_d,d,Post,d,634452.0,NA,1145.199,1138.0,50.8133,267701750118.0,216542452655594.0,1.8749806518073e+17,0.5708,0.6141,0.6479,710.0563,718.0,-108.5135,94494918365.0,46428712462551.0,2.45646716224709e+16,0.5375,0.58256,0.61781,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0735-d_Ant_g,d,Ant,g,889416.0,4447.3519,1602.0627,1649.0,-123.5292,644725446306.0,711216237133670.0,8.53222445499065e+17,0.51631,0.56287,0.60016,732.2889,801.0,-44.8532,144607023282.0,74128171449556.0,4.11944827002094e+16,0.5034,0.54533,0.57916,f,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0735-d_Post_g,d,Post,g,552109.0,NA,1051.3688,1035.0,22.2319,195482360421.0,144933005900285.0,1.14997785583302e+17,0.57491,0.61864,0.65272,675.18,670.0,-50.1721,70551107988.0,32464121232856.0,1.61090771560436e+16,0.53354,0.58039,0.61686,f,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0736-d_Ant_g,d,Ant,g,998666.0,4727.6391,1668.3737,1710.0,-104.4607,769446408206.0,880107516868692.0,1.09603753677949e+18,0.51331,0.56067,0.59856,791.1103,863.0,-24.5902,194687731402.0,108513568126722.0,6.54043164465776e+16,0.51162,0.55294,0.58619,f,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0736-d_Post_d,d,Post,d,630493.0,NA,1103.9246,1089.0,40.7132,243177871497.0,188507441466907.0,1.56387633916566e+17,0.57029,0.61403,0.64804,732.1526,727.0,-85.5836,98590417572.0,49734103171044.0,2.70068426154033e+16,0.54393,0.58992,0.62577,f,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0738-d_Ant_g,d,Ant,g,1105201.0,4885.6046,1750.8576,1798.0,-114.3222,966163557720.0,1167105899993170.0,1.53180383590227e+18,0.52001,0.56637,0.60346,829.3862,900.0,-55.5016,231202150457.0,134401847957309.0,8.46653020897837e+16,0.5082,0.55048,0.58455,m,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0738-d_Post_g,d,Post,g,745133.0,NA,1178.7182,1172.0,-77.563,328297026705.0,272648933753097.0,2.42912022921019e+17,0.56636,0.61028,0.64473,810.1177,821.0,-155.7159,150723211926.0,85637734990026.0,5.23697946600833e+16,0.54781,0.5922,0.62715,m,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0739-d_Ant_g,d,Ant,g,1098193.0,4824.5407,1748.2674,1777.0,-137.4878,974171267242.0,1179206247899090.0,1.54760800629965e+18,0.53002,0.57626,0.61314,821.2672,894.0,-36.2276,226921527869.0,130803594894157.0,8.16176190310217e+16,0.50846,0.55035,0.58403,m,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0739-d_Post_d,d,Post,d,749234.0,NA,1175.0814,1159.0,-58.1109,327308181280.0,270366357430614.0,2.39306218183812e+17,0.57028,0.61427,0.64864,815.381,821.0,-144.6753,154459202382.0,88368133720702.0,5.43475001347409e+16,0.55304,0.59733,0.63212,m,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0740-d_Ant_d,d,Ant,d,806069.0,4155.4726,1492.6429,1529.0,59.6524,669792028956.0,735155563226024.0,8.56251348457042e+17,0.59618,0.63425,0.66397,709.7441,773.0,-48.3921,124800606191.0,62259520014289.0,3.36427200106471e+16,0.50903,0.55093,0.58472,f,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0740-d_Post_d,d,Post,d,520380.0,NA,1021.4941,1012.0,-13.5258,169616091484.0,121236983684136.0,9.28223625055681e+16,0.56415,0.60803,0.64217,652.337,654.0,-92.8112,65059761309.0,29296401885313.0,1.41979224266516e+16,0.54065,0.58603,0.62144,f,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0742-d_Ant_d,d,Ant,d,1099084.0,4809.4452,1789.8597,1839.0,58.0554,1286820557354.0,1684705052705730.0,2.3449499991718e+18,0.58839,0.62697,0.65719,802.177,874.0,-18.9307,214633175034.0,120580525754864.0,7.33990924370585e+16,0.50562,0.54774,0.58164,m,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0742-d_Post_d,d,Post,d,731799.0,NA,1157.1963,1147.0,-19.5067,307899610208.0,250086115203310.0,2.17832344296409e+17,0.56552,0.60954,0.64398,811.961,822.0,-16.5531,146370299171.0,82992735627421.0,5.06885787190506e+16,0.54407,0.58886,0.62411,m,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0755-d_Ant_d,d,Ant,d,1018165.0,4665.2442,1671.0457,1729.0,104.6061,1078630509337.0,1333701064251560.0,1.75029157207044e+18,0.5953,0.63283,0.66226,800.8539,869.0,-19.127,202064167233.0,114028527674261.0,6.97166862278368e+16,0.51264,0.55468,0.58865,f,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0755-d_Post_d,d,Post,d,663348.0,NA,1136.6787,1133.0,-37.6066,277110987983.0,222783159247011.0,1.9163820513053e+17,0.57046,0.6135,0.64708,749.5901,746.0,-108.6379,107245196996.0,55218768410994.0,3.06369503950833e+16,0.53899,0.5853,0.62142,f,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0759-d_Ant_g,d,Ant,g,1152681.0,4889.026,1763.898,1795.0,-131.4415,1037996539712.0,1265250883804280.0,1.67096852908962e+18,0.52866,0.57468,0.61129,851.5599,917.0,-33.0056,252974811693.0,150638053681227.0,9.70843096027577e+16,0.51088,0.5534,0.58748,m,Heliconiinae,Heliconius,elegans,silvana,b
MJ02.0759-d_Post_d,d,Post,d,781256.0,NA,1181.4045,1169.0,-22.898,340882547545.0,282229119348565.0,2.5059650158607e+17,0.56506,0.60924,0.64377,845.6859,858.0,-3.1018,171534547818.0,101465233687698.0,6.45358526000428e+16,0.54612,0.59023,0.62483,m,Heliconiinae,Heliconius,elegans,silvana,b
MJ02.0760-d_Ant_d,d,Ant,d,1004786.0,4634.7102,1677.3017,1760.0,88.6948,1113280928536.0,1399651783986980.0,1.86567597350703e+18,0.59807,0.63456,0.66325,790.592,868.0,-34.9272,194283168913.0,108352460103629.0,6.55414036764829e+16,0.5066,0.54836,0.58222,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0760-d_Post_d,d,Post,d,648724.0,NA,1140.2274,1117.0,-36.0163,259057091134.0,205728571811840.0,1.75115972230086e+17,0.56574,0.61051,0.6453,729.9006,727.0,-23.1063,98878561301.0,49432462451511.0,2.6612114858775e+16,0.53702,0.58315,0.61904,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0771-d_Ant_d,d,Ant,d,998774.0,4658.3325,1661.5032,1704.0,78.4225,1035930465635.0,1269701943898650.0,1.65176078562571e+18,0.59767,0.63573,0.6655,787.5757,854.0,-52.3568,189220736750.0,104523489479118.0,6.2513693275651e+16,0.50967,0.55181,0.58569,m,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0771-d_Post_d,d,Post,d,694491.0,NA,1115.3013,1130.0,-7.4249,289516524009.0,231245494762557.0,1.97665442441705e+17,0.57138,0.61337,0.64638,797.6449,808.0,-144.2375,135053063268.0,75346085287180.0,4.5250364360372e+16,0.54577,0.59027,0.62528,m,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0772-d_Ant_d,d,Ant,d,1147545.0,4974.2737,1786.3909,1821.0,85.1583,1324392229880.0,1724043979410960.0,2.38549866034018e+18,0.58995,0.62895,0.65939,836.913,902.0,-47.4355,246237526822.0,144550398924602.0,9.17627563432876e+16,0.51355,0.55575,0.58955,m,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0772-d_Post_d,d,Post,d,786552.0,NA,1186.2501,1176.0,29.0524,347529283099.0,288884470284637.0,2.57207580047465e+17,0.56523,0.60896,0.64303,849.0362,857.0,-1.8758,170863019905.0,100968891922359.0,6.42116793614448e+16,0.54385,0.58863,0.62372,m,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0773-d_Ant_d,d,Ant,d,1080669.0,4714.0239,1710.0495,1740.0,71.3975,1147936666523.0,1432266524367200.0,1.89906462181958e+18,0.59233,0.63129,0.6617,823.2933,885.0,-59.0449,225581951581.0,130480808993927.0,8.16012635009447e+16,0.51625,0.55848,0.59232,m,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0773-d_Post_d,d,Post,d,732565.0,NA,1140.6919,1143.0,18.7965,296207035147.0,236097691754531.0,2.01655470046656e+17,0.55632,0.59984,0.63372,823.2068,827.0,-19.633,147958137905.0,84506588091483.0,5.19565658037514e+16,0.54343,0.58863,0.62401,m,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0788-d_Ant_d,d,Ant,d,1004592.0,4648.3498,1654.85,1713.0,90.8145,1052727832012.0,1292312314409020.0,1.68255137606055e+18,0.59759,0.63489,0.66411,800.5716,867.0,-69.6025,194991278751.0,109406478114853.0,6.65931080095162e+16,0.50815,0.55081,0.58525,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0788-d_Post_g,d,Post,g,635782.0,NA,1149.2923,1135.0,-76.3781,272714816000.0,222267326302148.0,1.93970659314059e+17,0.57704,0.62067,0.6548,708.9434,709.0,-20.3374,93123127381.0,45465265497097.0,2.38977543556569e+16,0.53979,0.58543,0.62103,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0789-d_Ant_d,d,Ant,d,1046449.0,4617.428,1693.1516,1737.0,50.9777,1120677660773.0,1398236258914530.0,1.85321403569076e+18,0.59577,0.6341,0.66413,807.6356,869.0,-6.6495,207146661284.0,117162221850946.0,7.17675532851896e+16,0.51199,0.55463,0.58889,m,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0789-d_Post_g,d,Post,g,726120.0,NA,1150.9115,1145.0,-63.8715,311964505913.0,254551912508401.0,2.22513018541672e+17,0.57246,0.61582,0.6498,808.8214,820.0,-6.0439,146441335071.0,83107769266887.0,5.07726448197959e+16,0.54766,0.5921,0.62711,m,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0790-d_Ant_d,d,Ant,d,1202555.0,4908.3569,1789.8832,1840.0,105.352,1431166823199.0,1884837303637010.0,2.63790245760305e+18,0.59289,0.6313,0.66141,875.2807,938.0,-56.4842,280264135536.0,171767487391984.0,1.13887367015518e+17,0.51467,0.55728,0.59141,m,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0790-d_Post_g,d,Post,g,817911.0,NA,1203.2523,1195.0,-83.5004,382969191525.0,326181642467423.0,2.97533644716002e+17,0.57261,0.61596,0.64989,871.0549,883.0,-3.5403,187529454254.0,113841657071118.0,7.44080876683184e+16,0.54228,0.58691,0.62197,m,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0791-d_Ant_d,d,Ant,d,1170141.0,4969.8788,1790.8376,1835.0,131.5304,1371734441177.0,1796642088690810.0,2.50101399473207e+18,0.59004,0.62869,0.65892,851.6834,918.0,-69.3943,259664542426.0,155100347172488.0,1.00224316611541e+17,0.51315,0.55541,0.58931,m,Heliconiinae,Heliconius,elegans,silvana,b
MJ02.0791-d_Post_g,d,Post,g,815220.0,NA,1221.815,1208.0,29.3167,395400135962.0,342173723471700.0,3.1687783790337e+17,0.57652,0.61981,0.65364,854.1467,868.0,9.6427,179765246518.0,106912095330308.0,6.84133563641751e+16,0.541,0.58533,0.62008,m,Heliconiinae,Heliconius,elegans,silvana,b
MJ02.0792-d_Ant_g,d,Ant,g,1013016.0,4665.7224,1692.4424,1731.0,-45.4198,823638705298.0,961100171216412.0,1.2193498133107e+18,0.52091,0.56766,0.60511,788.4461,855.0,-0.59131,190913043644.0,105406953304728.0,6.30817393688883e+16,0.50774,0.55011,0.58426,f,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0792-d_Post_d,d,Post,d,655786.0,NA,1160.0379,1143.0,1.4962,285317085144.0,234000507256246.0,2.05275808751931e+17,0.57708,0.62054,0.65441,726.0739,725.0,-110.6258,99080635699.0,49333229722589.0,2.64670959487367e+16,0.53614,0.58227,0.61823,f,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0804-d_Ant_d,d,Ant,d,1071099.0,4860.4503,1753.8182,1828.0,52.8987,1283865823373.0,1681757295299940.0,2.33623948631877e+18,0.59892,0.63582,0.66481,806.5523,878.0,-51.708,207823407044.0,116963994352642.0,7.14790080736879e+16,0.50169,0.54439,0.57889,f,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0804-d_Post_d,d,Post,d,660174.0,NA,1155.2641,1131.0,25.6005,266048797141.0,212861021327865.0,1.82604655022355e+17,0.56129,0.60629,0.64121,734.9467,732.0,-149.9538,100886015113.0,50675211488277.0,2.74386947746294e+16,0.53404,0.58059,0.61683,f,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0814-d_Ant_d,d,Ant,d,1172720.0,5104.097,1821.0817,1895.0,117.5467,1535183471271.0,2096950137538660.0,3.0353524112528e+18,0.60377,0.6405,0.66934,850.8818,927.0,-22.779,257603546672.0,153595682444886.0,9.93286908684824e+16,0.50559,0.54783,0.58196,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0814-d_Post_d,d,Post,d,755305.0,NA,1238.5581,1218.0,-17.3992,368677334581.0,321174995332097.0,2.99396501479712e+17,0.57361,0.61739,0.65145,781.2358,786.0,-125.7784,136687591508.0,73937782265388.0,4.30436618150891e+16,0.54123,0.58635,0.62162,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0815-d_Ant_d,d,Ant,d,1123574.0,4853.563,1751.6928,1797.0,148.2064,1274842361242.0,1638887207607440.0,2.2381233193064e+18,0.59276,0.6311,0.66111,837.97,908.0,-50.606,246059600548.0,145442457862522.0,9.2982042615291e+16,0.51539,0.55711,0.5907,m,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0815-d_Post_d,d,Post,d,763788.0,NA,1177.7192,1174.0,43.4054,345301638234.0,288532854345928.0,2.58054982510692e+17,0.57272,0.61575,0.64941,828.831,837.0,-97.4445,160914607457.0,93219461564851.0,5.8043929960562e+16,0.54839,0.59263,0.62729,m,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0823-d_Ant_d,d,Ant,d,1158163.0,5116.4057,1799.986,1864.0,105.2476,1475338667454.0,1987591768338370.0,2.83681272075118e+18,0.6055,0.6423,0.67115,850.803,932.0,-32.2423,259687725381.0,155731899928531.0,1.01180418728422e+17,0.50807,0.54969,0.58333,f,Heliconiinae,Heliconius,elegans,silvana,b
MJ02.0823-d_Post_d,d,Post,d,759597.0,NA,1236.1487,1228.0,65.1741,381457023077.0,334970259903611.0,3.14351367708399e+17,0.57708,0.61983,0.65315,787.5989,790.0,-130.1823,139322258967.0,75890205534867.0,4.44727126924185e+16,0.54212,0.58736,0.62266,f,Heliconiinae,Heliconius,elegans,silvana,b
MJ02.0824-d_Ant_d,d,Ant,d,1088864.0,4827.0777,1785.1512,1818.0,84.9978,1248160764566.0,1620394792562020.0,2.23660362665926e+18,0.58892,0.62799,0.65851,796.6103,869.0,-31.5588,210858058937.0,117856608844247.0,7.13571738815191e+16,0.50639,0.54841,0.58223,m,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0824-d_Post_g,d,Post,g,705499.0,NA,1145.2063,1143.0,-105.6103,301425257179.0,245005532302847.0,2.13243678472979e+17,0.57187,0.61496,0.64871,790.078,798.0,-19.1557,136578435219.0,75817179043985.0,4.52837010784449e+16,0.55137,0.59578,0.63075,m,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0840-d_Ant_g,d,Ant,g,1085455.0,4896.7346,1760.7877,1798.0,-97.4687,976817513282.0,1189071092945140.0,1.56771522890528e+18,0.52761,0.57334,0.60971,802.8375,867.0,-21.7349,211349188635.0,118590204782301.0,7.202917409469e+16,0.50895,0.55139,0.5854,m,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0840-d_Post_g,d,Post,g,748212.0,NA,1173.7921,1161.0,-60.7072,328317121242.0,271735443553954.0,2.41091853898253e+17,0.57056,0.61453,0.64894,816.5203,827.0,-15.0783,155090755535.0,89013378495695.0,5.49473408919085e+16,0.55052,0.59471,0.62947,m,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0841-d_Ant_d,d,Ant,d,1007652.0,4619.6462,1687.657,1737.0,54.9855,1060824324819.0,1313092363944120.0,1.72646337479798e+18,0.5907,0.62882,0.65866,784.0523,858.0,-26.272,190493953692.0,105060492542982.0,6.2801471116856e+16,0.50675,0.54856,0.58234,f,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0841-d_Post_d,d,Post,d,638854.0,NA,1138.1467,1119.0,80.1073,252630136111.0,199871843225915.0,1.69541323801348e+17,0.56197,0.60667,0.64141,720.7931,719.0,-15.3149,94791215424.0,46801317671538.0,2.48961333559739e+16,0.53574,0.58196,0.61795,f,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0842-d_Ant_g,d,Ant,g,1106233.0,4819.1854,1768.352,1834.0,-113.9315,985187848998.0,1198692762731660.0,1.5821690172609e+18,0.51456,0.56004,0.59628,816.1645,880.0,-9.1679,223465679496.0,127559891502312.0,7.87982372548438e+16,0.51074,0.5531,0.58706,m,Heliconiinae,Heliconius,elegans,silvana,b
MJ02.0842-d_Post_d,d,Post,d,726117.0,NA,1164.1125,1149.0,70.4806,298651475023.0,240836611572311.0,2.08056275551472e+17,0.55816,0.60245,0.63676,800.1037,812.0,-24.3217,145439350449.0,81963892675941.0,4.96649389590655e+16,0.55117,0.59518,0.6298,m,Heliconiinae,Heliconius,elegans,silvana,b
MJ02.0843-d_Ant_g,d,Ant,g,981714.0,4563.2371,1652.6213,1692.0,-74.7109,771827231404.0,880241021800920.0,1.08833011490085e+18,0.52404,0.56991,0.60645,774.4699,833.0,-93.3151,178979871135.0,97065732031153.0,5.6973540151857e+16,0.51258,0.55511,0.58922,m,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0843-d_Post_d,d,Post,d,666668.0,NA,1092.8445,1083.0,-21.751,246820302193.0,188227349832553.0,1.53808067196592e+17,0.56183,0.60575,0.63994,781.7791,786.0,-3.3669,120443757683.0,65173474463043.0,3.79830694965845e+16,0.54077,0.58609,0.62158,m,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0844-d_Ant_d,d,Ant,d,1151521.0,4863.8645,1760.8809,1795.0,74.8004,1287543309773.0,1648944449517760.0,2.24373252928959e+18,0.58909,0.62793,0.6582,854.3996,922.0,-81.3671,259766853105.0,156181734745927.0,1.01602141910329e+17,0.51514,0.55726,0.59112,m,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0844-d_Post_g,d,Post,g,786836.0,NA,1212.2774,1196.0,-81.1728,363457681337.0,309584655712603.0,2.8291598324895e+17,0.56827,0.61268,0.64746,831.4129,842.0,-14.59,169162702130.0,98858742374912.0,6.21342441662756e+16,0.55068,0.59484,0.62958,m,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0851-d_Ant_g,d,Ant,g,1061564.0,4776.5924,1707.8447,1780.0,-121.6342,887450804855.0,1048025915067580.0,1.3459422202971e+18,0.51366,0.5594,0.59614,818.5214,889.0,-39.984,216989091805.0,124562943355247.0,7.74900557704225e+16,0.50856,0.5507,0.58469,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0851-d_Post_g,d,Post,g,671640.0,NA,1162.5963,1152.0,26.1636,289602250935.0,237484470544881.0,2.08734518503477e+17,0.57001,0.61383,0.64813,741.5084,747.0,-111.3857,107914714578.0,55240090436138.0,3.04791091248326e+16,0.5366,0.58217,0.61787,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0875-d_Ant_g,d,Ant,g,1019467.0,4846.4675,1708.3005,1765.0,-106.4896,839006127308.0,986901023497124.0,1.26314321345295e+18,0.51399,0.56047,0.59776,786.5538,856.0,-11.0016,194609061747.0,107689566562047.0,6.45333887994704e+16,0.51041,0.55224,0.58597,f,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0875-d_Post_g,d,Post,g,648932.0,NA,1127.392,1121.0,20.8525,269989172812.0,216231997551810.0,1.85334419816751e+17,0.5754,0.61845,0.65213,739.2655,745.0,-108.8193,102016283881.0,51812019162023.0,2.83712260933247e+16,0.5322,0.57799,0.61378,f,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0876-d_Ant_g,d,Ant,g,1021426.0,4754.2808,1702.4914,1753.0,-103.7225,828231448504.0,968179431627152.0,1.23112246683722e+18,0.51368,0.56036,0.59771,790.6202,856.0,-31.8959,194666076799.0,107953437724785.0,6.4869730899614e+16,0.51,0.55234,0.58646,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0876-d_Post_d,d,Post,d,655303.0,NA,1153.2501,1136.0,73.2842,269391627545.0,216501610835127.0,1.86308541409903e+17,0.56441,0.60855,0.64279,728.0358,730.0,-87.3858,102631637967.0,51683238884855.0,2.80109871081611e+16,0.54212,0.58746,0.62287,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0877-d_Ant_g,d,Ant,g,1128908.0,4945.2026,1779.2336,1841.0,-124.2176,1010610537991.0,1239433033320870.0,1.65402819763531e+18,0.51394,0.56036,0.59761,837.3632,919.0,-32.4688,245465336335.0,144854092292613.0,9.25886233195486e+16,0.5074,0.54884,0.58232,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0877-d_Post_g,d,Post,g,714303.0,NA,1204.0303,1202.0,23.002,329720983022.0,279876991623676.0,2.54600289971099e+17,0.56523,0.60878,0.64282,760.6564,759.0,-87.9398,121437799872.0,63820893154722.0,3.61160541737037e+16,0.54324,0.589,0.62476,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0878-d_Ant_g,d,Ant,g,1068891.0,4906.3641,1723.2011,1787.0,-106.6492,900492158458.0,1069960513089190.0,1.3828296568733e+18,0.51363,0.55978,0.59681,817.9426,889.0,-40.0326,218620942040.0,125569392251592.0,7.81816603326631e+16,0.50872,0.55091,0.58498,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0878-d_Post_g,d,Post,g,694483.0,NA,1174.152,1161.0,27.0785,302356774585.0,249481785721621.0,2.20598190022473e+17,0.56833,0.61229,0.64663,758.3667,761.0,-105.1232,117033728908.0,61272230433816.0,3.45528436547627e+16,0.53944,0.58499,0.62061,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0899-d_Ant_g,d,Ant,g,1014277.0,4752.2421,1675.4523,1723.0,-129.3308,796981270784.0,918343265558240.0,1.15208640421337e+18,0.51447,0.56148,0.59917,800.5324,869.0,-31.5792,197837888554.0,110969667367386.0,6.74377595192291e+16,0.50823,0.55038,0.58434,f,Heliconiinae,Heliconius,elegans,silvana,b
MJ02.0899-d_Post_g,d,Post,g,641417.0,NA,1122.8405,1106.0,31.2735,263171025400.0,209517047281152.0,1.78498178627759e+17,0.57915,0.62269,0.6567,733.9806,733.0,-67.9181,97890986993.0,49122322813045.0,2.65778001770222e+16,0.53296,0.57935,0.61552,f,Heliconiinae,Heliconius,elegans,silvana,b
MJ02.0900-d_Ant_g,d,Ant,g,1029113.0,4669.1437,1691.2402,1752.0,-99.9251,845439392416.0,986691940031478.0,1.24887036984753e+18,0.51734,0.56282,0.59907,792.8497,856.0,-60.4303,200021849610.0,111490409996172.0,6.71570673644141e+16,0.51503,0.55691,0.59045,m,Heliconiinae,Heliconius,elegans,silvana,b
MJ02.0900-d_Post_d,d,Post,d,679194.0,NA,1112.5477,1103.0,-34.8546,263173553578.0,205141992173962.0,1.71374857065679e+17,0.56435,0.60829,0.64256,781.6401,789.0,8.7362,126731813469.0,69217430308419.0,4.06610913217109e+16,0.54748,0.59201,0.62693,m,Heliconiinae,Heliconius,elegans,silvana,b
MJ02.0910-d_Ant_d,d,Ant,d,1045544.0,4678.8351,1721.9239,1744.0,63.5746,1097419954585.0,1368009100176350.0,1.81461306325452e+18,0.58745,0.62715,0.65813,789.0519,849.0,-71.8536,197026641031.0,108638992491941.0,6.47911095020363e+16,0.51131,0.55374,0.58767,m,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0910-d_Post_d,d,Post,d,713369.0,NA,1143.1772,1133.0,-23.3335,289466818894.0,231365320499582.0,1.98313068784603e+17,0.56223,0.60641,0.64088,797.8409,806.0,9.4379,140589248112.0,78626486733666.0,4.725595399598e+16,0.55079,0.59486,0.62943,m,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0911-d_Ant_g,d,Ant,g,1062733.0,4843.227,1748.5802,1812.0,-99.4741,932195732410.0,1128203386244060.0,1.48532810686e+18,0.51687,0.56298,0.60006,803.6791,886.0,-40.3541,208437993673.0,117493516636137.0,7.18882942628996e+16,0.49985,0.54171,0.57561,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0911-d_Post_g,d,Post,g,691729.0,NA,1181.6388,1173.0,30.4291,313160615207.0,262054077403241.0,2.34705754067693e+17,0.57361,0.61686,0.65065,751.1146,753.0,-96.1627,113146753781.0,58491775253345.0,3.25764071522167e+16,0.5371,0.5829,0.61865,f,Heliconiinae,Heliconius,aurora,silvana,b
MJ02.0912-d_Ant_d,d,Ant,d,1050717.0,4705.2514,1663.9251,1710.0,116.4902,1088526694415.0,1334247832756220.0,1.73617845161737e+18,0.59522,0.63327,0.66303,826.4071,891.0,-56.7832,221118148046.0,128528281482934.0,8.08643539746099e+16,0.51486,0.55713,0.59114,m,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0912-d_Post_d,d,Post,d,734010.0,NA,1135.7489,1122.0,38.8988,302754246498.0,242460183595734.0,2.07963701850421e+17,0.5724,0.6161,0.65025,827.584,836.0,-129.1137,151317260587.0,87135478801731.0,5.40084188186139e+16,0.54311,0.58788,0.62299,m,Heliconiinae,Heliconius,aurora,elegans,b
MJ02.0920-d_Ant_d,d,Ant,d,1011564.0,4637.497,1661.2457,1693.0,67.1495,1017683503285.0,1234023216691270.0,1.58943652327368e+18,0.59245,0.63113,0.66131,799.5642,869.0,-80.0549,195021474287.0,109069300575199.0,6.61300321225547e+16,0.50527,0.54771,0.58188,f,Heliconiinae,Heliconius,silvana,silvana,b
MJ02.0920-d_Post_d,d,Post,d,632047.0,NA,1142.2383,1127.0,42.4403,244438449528.0,192012217980910.0,1.61647698441971e+17,0.55181,0.59649,0.631,710.3585,713.0,-8.7103,92939011890.0,45487408385306.0,2.39705355407963e+16,0.53782,0.58339,0.61893,f,Heliconiinae,Heliconius,silvana,silvana,b
