id_wing,s_wing,wing,dg_wing,area,peri,e_len_axe1,max_len_axe1,devmax_cent_axe1,m2_axe1,m3_axe1,m4_axe1,stdm2_axe1,stdm3_axe1,stdm4_axe1,e_len_axe2,max_len_axe2,devmax_cent_axe2,m2_axe2,m3_axe2,m4_axe2,stdm2_axe2,stdm3_axe2,stdm4_axe2,sex,tribe,genus,geno1,geno2,seg
MJ05.0007-v_Post_d,v,Post,d,773818.0,3864.6715,1184.8513,1160.0,21.4868,339637069245.0,281521566364637.0,2.4982420585307e+17,0.57112,0.61541,0.64982,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0007-v_Post_g,v,Post,g,760441.0,3729.4339,1157.4729,1139.0,26.2013,308889216833.0,247683732570019.0,2.12759655971727e+17,0.5595600000000001,0.60407,0.63853,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0012-d_Ant_d,d,Ant,d,923546.0,4807.3519,1612.3376,1686.0,83.4112,964270274062.0,1172355946753400.0,1.50891753128308e+18,0.60606,0.6422100000000001,0.67057,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0012-d_Ant_g,d,Ant,g,947305.0,4434.96,1629.1397,1692.0,60.1725,981985153749.0,1193564046333840.0,1.53633848979049e+18,0.6017399999999999,0.63834,0.66696,772.1875,852.0,4.2021,178376159193.0,97668232723563.0,5.79519265101425e+16,0.50931,0.5503600000000001,0.58372,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0012-d_Post_d,d,Post,d,534150.0,3675.1913,1057.7544,1122.0,-44.0246,241971038028.0,194349651911176.0,1.6587401876187e+17,0.59987,0.6362800000000001,0.66533,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0012-d_Post_g,d,Post,g,567714.0,3981.2989,1156.9715,1101.0,-25.4027,223855073122.0,178281001591742.0,1.52112341222078e+17,0.57034,0.61736,0.65346,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0012-v_Ant_d,v,Ant,d,950425.0,4421.4625,1632.0483,1695.0,59.4421,981718532160.0,1192515130698390.0,1.53451391298221e+18,0.5996,0.63632,0.66503,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0012-v_Ant_g,v,Ant,g,922976.0,4756.2564,1614.5997,1684.0,92.0319,955975477876.0,1159366248286720.0,1.48887808448324e+18,0.60435,0.64072,0.66923,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0012-v_Post_d,v,Post,d,567066.0,3998.5121,1155.3466,1102.0,-25.8032,223069127021.0,177450468550439.0,1.51244715077681e+17,0.56914,0.61607,0.65212,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0012-v_Post_g,v,Post,g,531150.0,3552.6644,1053.0528,1110.0,-73.6031,229606646299.0,181115851539995.0,1.51948425201851e+17,0.59233,0.6294,0.65887,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0028-d_Ant_d,d,Ant,d,903706.0,4165.0533,1592.5064,1643.0,117.125,867295689572.0,1021778630791800.0,1.27758834518532e+18,0.59626,0.63407,0.66367,742.6958,801.0,-44.9432,152729530637.0,79602357258057.0,4.49038732600198e+16,0.51323,0.55548,0.58943,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0028-d_Ant_g,d,Ant,g,806590.0,4908.5651,1598.2356,1616.0,212.84400000000002,717564801115.0,828526920766327.0,1.02027278134706e+18,0.5836600000000001,0.62437,0.6562600000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0028-d_Post_d,d,Post,d,586274.0,3143.1181,1038.3717,1023.0,17.8728,194472602655.0,140453166138343.0,1.0864894931946e+17,0.56299,0.60711,0.64137,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0028-d_Post_g,d,Post,g,490352.0,3718.6471,906.2829,945.0,29.2766,129177348371.0,82521093813815.0,5.64383070070637e+16,0.54313,0.58423,0.61636,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0028-v_Ant_d,v,Ant,d,811424.0,4861.0504,1605.1232,1623.0,212.6277,724757564255.0,839266807420197.0,1.0367636114599e+18,0.58231,0.62311,0.6550699999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0028-v_Ant_g,v,Ant,g,900346.0,4150.8107,1587.7153,1637.0,118.6011,857672026152.0,1006889417159380.0,1.25456247202614e+18,0.59622,0.63408,0.6637,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0028-v_Post_d,v,Post,d,489344.0,3716.8309,907.8074,948.0,22.8413,128763313375.0,82307990143305.0,5.63508032687735e+16,0.5411,0.58228,0.61449,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0028-v_Post_g,v,Post,g,584800.0,3139.2186,1035.5096,1021.0,15.2497,192341964382.0,138435297181126.0,1.06750594816441e+17,0.5617,0.60588,0.6402,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0029-d_Ant_d,d,Ant,d,1088268.0,4607.3275,1750.8039,1816.0,79.3995,1277056092890.0,1662869702808890.0,2.29990042001531e+18,0.59651,0.63425,0.66394,810.5329,882.0,-40.0235,222173417830.0,126930222502052.0,7.84477119223855e+16,0.5122800000000001,0.55395,0.58748,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0029-d_Ant_g,d,Ant,g,1083729.0,4588.6757,1726.8554,1762.0,81.3694,1167586618964.0,1469538552387790.0,1.96688195034966e+18,0.58909,0.6281800000000001,0.65873,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0029-d_Post_d,d,Post,d,747022.0,3642.6887,1170.4435,1168.0,-13.5221,328808052602.0,271963953642674.0,2.4095919070241e+17,0.56802,0.61134,0.64522,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0029-d_Post_g,d,Post,g,736350.0,4231.3477,1163.4496,1168.0,28.9526,309949104324.0,252283358662032.0,2.2038815568313e+17,0.55547,0.59909,0.63326,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0029-v_Ant_d,v,Ant,d,1083831.0,4525.4452,1727.7653,1759.0,67.8651,1166839681736.0,1468241301205900.0,1.96445215811099e+18,0.58987,0.6290399999999999,0.65964,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0029-v_Ant_g,v,Ant,g,1086645.0,4659.4036,1747.5255,1815.0,78.2229,1274688312785.0,1658526671608780.0,2.29182852919307e+18,0.5967399999999999,0.63436,0.66397,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0029-v_Post_d,v,Post,d,738910.0,4221.0807,1164.4918,1170.0,34.4886,313285482614.0,255719281255262.0,2.24034780766354e+17,0.55653,0.60007,0.6342300000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0029-v_Post_g,v,Post,g,746694.0,3621.0908,1170.9168,1168.0,-25.6687,328884372630.0,272146594082480.0,2.41244010976907e+17,0.56821,0.61157,0.64548,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0030-d_Ant_d,d,Ant,d,826139.0,4523.2686,1559.442,1626.0,97.1601,739679945186.0,847121670144418.0,1.03354281597603e+18,0.58194,0.62017,0.6504300000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0030-d_Ant_g,d,Ant,g,881427.0,4293.6807,1584.0256,1637.0,87.6109,865961193075.0,1024860099026090.0,1.28473643155159e+18,0.60549,0.64236,0.6712100000000001,738.6551,810.0,-24.0662,146776593320.0,76140387119586.0,4.28592749437204e+16,0.50379,0.54575,0.5797399999999999,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0030-d_Post_d,d,Post,d,574809.0,3185.8044,1081.7584,1062.0,-16.9182,207699663675.0,156691943109265.0,1.26634309914914e+17,0.56602,0.61054,0.6451100000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0030-d_Post_g,d,Post,g,559274.0,3157.4024,1072.1985,1067.0,-9.5224,198729293790.0,148874642377140.0,1.19674795094697e+17,0.55867,0.60288,0.63743,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0030-v_Ant_d,v,Ant,d,888790.0,4207.295999999999,1588.884,1642.0,86.3704,868059678372.0,1026365974448620.0,1.28602443159283e+18,0.60187,0.63894,0.66794,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0030-v_Ant_g,v,Ant,g,837620.0,4521.4208,1566.7512,1634.0,128.2804,752277824830.0,864004970791376.0,1.05762705478514e+18,0.57998,0.61835,0.64874,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0030-v_Post_d,v,Post,d,563167.0,3156.6988,1074.3737,1068.0,-33.5466,200890312946.0,150806034510870.0,1.21483662533672e+17,0.55923,0.60352,0.6381100000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0030-v_Post_g,v,Post,g,576851.0,3213.7039,1082.0829,1062.0,-17.819000000000003,208424303805.0,157272406941045.0,1.27144576514299e+17,0.5660000000000001,0.61057,0.64518,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0034-d_Ant_d,d,Ant,d,998779.0,4438.9011,1649.2351,1697.0,51.1254,1006328203098.0,1218677060659500.0,1.56771280663919e+18,0.5915,0.62969,0.65958,796.0091,867.0,-51.7567,193480549749.0,108340938301171.0,6.5844496202812e+16,0.50765,0.55008,0.58444,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0034-d_Ant_g,d,Ant,g,997084.0,4513.5285,1634.8317,1692.0,90.052,994543074973.0,1197881176537750.0,1.53320113966239e+18,0.59026,0.62829,0.65814,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0034-d_Post_d,d,Post,d,673623.0,3361.9537,1107.857,1096.0,-16.4168,261711201845.0,203509167136187.0,1.69332063852921e+17,0.56871,0.61223,0.6460600000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0034-d_Post_g,d,Post,g,669758.0,3467.7527,1104.7468,1079.0,85.3511,249738913510.0,191632731665152.0,1.57426477920708e+17,0.56593,0.6107,0.64531,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0034-v_Ant_d,v,Ant,d,988142.0,4386.5163,1637.0301,1687.0,92.95100000000001,986281864008.0,1188186947837370.0,1.52040466906234e+18,0.59221,0.63034,0.6601899999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0034-v_Ant_g,v,Ant,g,998827.0,4453.629,1648.8023,1697.0,108.4268,1005777363219.0,1217733249258620.0,1.56626256208533e+18,0.59132,0.62951,0.65942,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0034-v_Post_d,v,Post,d,669526.0,3441.8532,1105.19,1081.0,82.4705,249625284066.0,191571729873080.0,1.57403917889779e+17,0.56485,0.60958,0.64415,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0034-v_Post_g,v,Post,g,672341.0,3366.2308,1106.6507,1094.0,-15.6717,258992600327.0,200741622818695.0,1.66503107299268e+17,0.5673199999999999,0.6109399999999999,0.64482,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0061-d_Ant_d,d,Ant,d,1113236.0,4595.6462,1718.3218,1781.0,123.4347,1254546823468.0,1599057269620780.0,2.16287187891509e+18,0.59605,0.63352,0.6629,848.7372,921.0,-62.3865,251427654634.0,150829487351334.0,9.78905804976783e+16,0.516,0.55766,0.59126,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0061-d_Ant_g,d,Ant,g,1106021.0,4671.3864,1708.8809,1772.0,67.4094,1237933382220.0,1571378897697430.0,2.11643038533367e+18,0.59704,0.63442,0.66374,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0061-d_Post_d,d,Post,d,707570.0,3659.5172,1188.5876,1167.0,149.407,305910746235.0,251939660905927.0,2.21836010167389e+17,0.56343,0.60735,0.6412,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0061-d_Post_g,d,Post,g,757996.0,3821.6004,1151.1778,1161.0,110.2082,305369024431.0,244517697156995.0,2.10188263720188e+17,0.5467,0.59072,0.62503,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0061-v_Ant_d,v,Ant,d,1104761.0,4657.9133,1708.5402,1771.0,82.7925,1231527109136.0,1561163129608740.0,2.10028291389393e+18,0.59617,0.63364,0.66303,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0061-v_Ant_g,v,Ant,g,1107660.0,4654.9255,1715.3239,1778.0,133.1834,1242026638061.0,1579561370588050.0,2.13190446791914e+18,0.5955699999999999,0.6330600000000001,0.66246,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0061-v_Post_d,v,Post,d,761566.0,3782.9558,1153.0181,1161.0,102.3142,307821511496.0,246798995833062.0,2.12351419779273e+17,0.5476,0.59162,0.6259,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0061-v_Post_g,v,Post,g,704022.0,3836.2035,1185.6148,1166.0,149.2636,304164299435.0,250259084020801.0,2.20157468695428e+17,0.56372,0.60753,0.6413399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0062-d_Ant_d,d,Ant,d,1102652.0,4580.568,1728.1495,1767.0,99.0296,1220257553571.0,1548875908738640.0,2.08817990940425e+18,0.59535,0.63381,0.66389,837.5042,902.0,-34.8008,231584011290.0,135576005534124.0,8.61366543046056e+16,0.50808,0.55128,0.58611,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0062-d_Ant_g,d,Ant,g,1096840.0,4638.8767,1724.5908,1760.0,103.6207,1213949239762.0,1540120349363160.0,2.07519008104699e+18,0.59775,0.63625,0.66637,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0062-d_Post_d,d,Post,d,738222.0,3851.9019,1155.115,1143.0,33.459,301840626796.0,242194290679658.0,2.08096483253381e+17,0.55943,0.60341,0.63749,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0062-d_Post_g,d,Post,g,717315.0,4014.5781,1165.0271,1142.0,-5.3056,297426531265.0,240258004018141.0,2.07660572820117e+17,0.56386,0.60812,0.64231,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0062-v_Ant_d,v,Ant,d,1101207.0,4627.0777,1727.8583,1764.0,96.7942,1221289039871.0,1551899713972250.0,2.09503457037305e+18,0.597,0.63557,0.66578,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0062-v_Ant_g,v,Ant,g,1103556.0,4595.7224,1729.1995,1766.0,101.2018,1219189070925.0,1547043455490350.0,2.08534434279446e+18,0.59518,0.63374,0.6639,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0062-v_Post_d,v,Post,d,718371.0,4035.7913,1163.7161,1142.0,15.9887,297426903116.0,240085716498096.0,2.07390791071001e+17,0.5634399999999999,0.60768,0.6418699999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0062-v_Post_g,v,Post,g,739827.0,3856.6887,1153.6555,1142.0,27.0375,302665145830.0,242819780368562.0,2.08618903682574e+17,0.56008,0.60402,0.6381,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0079-d_Ant_d,d,Ant,d,1164841.0,4825.0016,1745.3283,1812.0,90.5266,1348822296059.0,1743990297937230.0,2.39436566407099e+18,0.59386,0.63135,0.6608,878.4527,959.0,-32.2636,276739664239.0,171304016339793.0,1.1505011210392e+17,0.50826,0.5504,0.58457,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0079-d_Ant_g,d,Ant,g,1165051.0,4919.3691,1747.729,1824.0,96.6066,1379634772330.0,1799385761456180.0,2.49054351262761e+18,0.5966,0.63373,0.66292,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0079-d_Post_d,d,Post,d,677201.0,3722.9903,1212.9611,1188.0,-126.3689,271950149393.0,223923577783661.0,1.99372032989093e+17,0.53342,0.58207,0.6200399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0079-d_Post_g,d,Post,g,694885.0,3801.2918,1207.0147,1192.0,-23.9187,287417183137.0,237661423856327.0,2.11993523623901e+17,0.5395399999999999,0.5866899999999999,0.62349,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0079-v_Ant_d,v,Ant,d,1168116.0,4899.428,1751.2809,1826.0,107.5476,1384344490457.0,1807299079043660.0,2.50433644195943e+18,0.59618,0.6334,0.66268,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0079-v_Ant_g,v,Ant,g,1159408.0,4814.6168,1739.8606,1805.0,100.7122,1331842746594.0,1715817569604280.0,2.3474401042262e+18,0.5937899999999999,0.63135,0.66086,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0079-v_Post_d,v,Post,d,698169.0,3795.3162,1209.3957,1196.0,-24.0179,290628515460.0,240948127702968.0,2.15468013601811e+17,0.53946,0.58648,0.6232,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0079-v_Post_g,v,Post,g,676694.0,3717.5588,1211.8295,1186.0,-127.1057,270580562075.0,222439958456711.0,1.97748887523444e+17,0.53317,0.58191,0.61993,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,bicoloratus,w
MJ05.0120-d_Ant_d,d,Ant,d,1147370.0,4937.9204,1766.7065,1819.0,72.792,1365575368079.0,1784818180233270.0,2.47193047044362e+18,0.59975,0.63699,0.66604,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,arcuella,w
MJ05.0120-d_Ant_g,d,Ant,g,1134116.0,4833.5356,1774.9692,1856.0,104.3358,1435990292804.0,1921235215482650.0,2.72040306339614e+18,0.60627,0.6422899999999999,0.6705300000000001,851.1996,925.0,-44.6584,249954557284.0,149468226647730.0,9.71011455949118e+16,0.50753,0.55016,0.5847899999999999,f,Heliconiinae,Heliconius,numata,arcuella,w
MJ05.0120-d_Post_d,d,Post,d,784120.0,3713.8115,1241.6413,1233.0,-3.3119,362809798941.0,311395990918123.0,2.86715736676302e+17,0.5516800000000001,0.59614,0.63067,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,arcuella,w
MJ05.0120-d_Post_g,d,Post,g,777131.0,3876.4045,1234.0375,1221.0,9.561,366370278124.0,315920519337030.0,2.92297906458132e+17,0.56234,0.6067100000000001,0.6413800000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,arcuella,w
MJ05.0120-v_Ant_d,v,Ant,d,1134303.0,4827.4351,1777.3445,1858.0,137.8347,1435621930234.0,1921279256680850.0,2.7215015562018e+18,0.60549,0.64157,0.66984,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,arcuella,w
MJ05.0120-v_Ant_g,v,Ant,g,1147010.0,4907.7609999999995,1767.6903,1820.0,70.8141,1365423111127.0,1785066260445300.0,2.47303048369645e+18,0.59949,0.63673,0.6658,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,arcuella,w
MJ05.0120-v_Post_d,v,Post,d,777801.0,3892.0441,1234.2151,1225.0,-20.8185,367041810408.0,316647554177888.0,2.93126457199667e+17,0.56077,0.60502,0.6396,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,arcuella,w
MJ05.0120-v_Post_g,v,Post,g,783162.0,3712.64,1241.6336,1236.0,-4.3128,360485824521.0,308870013597291.0,2.8392126791904e+17,0.54891,0.59332,0.6278,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,Heliconiinae,Heliconius,numata,arcuella,w
MJ05.0124-d_Ant_d,d,Ant,d,956734.0,4364.0655,1650.5831,1689.0,87.7663,954285862076.0,1152050795194840.0,1.47804789801522e+18,0.59131,0.62989,0.66008,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,silvana,w
MJ05.0124-d_Ant_g,d,Ant,g,946526.0,4355.563,1648.4722,1703.0,99.8214,962741171619.0,1169653315828020.0,1.50928740526011e+18,0.59221,0.63013,0.65985,752.7291,823.0,-33.0168,166500555865.0,88415981800177.0,5.0871342412592e+16,0.50961,0.5513100000000001,0.58504,m,Heliconiinae,Heliconius,numata,silvana,w
MJ05.0124-d_Post_d,d,Post,d,618976.0,3301.9049,1115.5633,1081.0,49.1786,225221298431.0,171853711588789.0,1.40355245555477e+17,0.55801,0.60349,0.63836,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,silvana,w
MJ05.0124-d_Post_g,d,Post,g,633783.0,3299.4856,1104.4795,1075.0,-12.7678,239190142785.0,184653300278935.0,1.52856856326644e+17,0.57147,0.61669,0.65189,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,silvana,w
MJ05.0124-v_Ant_d,v,Ant,d,953747.0,4352.031,1655.3839,1709.0,87.8635,976754954639.0,1191133035947710.0,1.54293905829699e+18,0.59215,0.6301399999999999,0.65991,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,silvana,w
MJ05.0124-v_Ant_g,v,Ant,g,952992.0,4345.965,1647.5133,1685.0,75.8491,944683487508.0,1137352962134010.0,1.4552968593752e+18,0.5908800000000001,0.62951,0.65973,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,silvana,w
MJ05.0124-v_Post_d,v,Post,d,636661.0,3313.0004,1108.3676,1079.0,-9.4921,238982209051.0,184340930093603.0,1.5247294046977e+17,0.56782,0.6131300000000001,0.6483399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,silvana,w
MJ05.0124-v_Post_g,v,Post,g,616493.0,3285.8044,1112.1351,1080.0,49.023999999999994,223447489476.0,170132506043436.0,1.38658637056901e+17,0.5574399999999999,0.60283,0.63765,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,silvana,w
MJ05.0128-d_Ant_d,d,Ant,d,974364.0,4368.4087,1614.2742,1641.0,61.5272,909437639106.0,1066774541997770.0,1.33064391561927e+18,0.58873,0.62807,0.65876,783.8269,826.0,-72.9366,179413215889.0,97941211477293.0,5.78028127026982e+16,0.5195,0.5629,0.59748,m,Heliconiinae,Heliconius,numata,arcuella,w
MJ05.0128-d_Ant_g,d,Ant,g,967863.0,4458.8939,1615.3253,1644.0,85.134,916169469257.0,1079915260426910.0,1.35282149768256e+18,0.5918100000000001,0.63089,0.6613899999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,arcuella,w
MJ05.0128-d_Post_d,d,Post,d,664197.0,3514.7821,1103.5319,1081.0,-16.8271,244074574523.0,186260480012595.0,1.52268403767399e+17,0.56077,0.6055,0.6401100000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,arcuella,w
MJ05.0128-d_Post_g,d,Post,g,640201.0,3581.51,1111.3665,1088.0,18.995,241001069158.0,185471228357202.0,1.52644642516211e+17,0.56393,0.60817,0.64226,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,arcuella,w
MJ05.0128-v_Ant_d,v,Ant,d,970192.0,4449.2026,1618.4699,1647.0,85.0655,917543165127.0,1081953212817800.0,1.35614559417561e+18,0.59046,0.62964,0.6601899999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,arcuella,w
MJ05.0128-v_Ant_g,v,Ant,g,975808.0,4369.8229,1617.9313,1643.0,57.4753,911632226771.0,1070546206457130.0,1.33704061191781e+18,0.58829,0.62773,0.6585,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,arcuella,w
MJ05.0128-v_Post_d,v,Post,d,640234.0,3613.3263,1111.4332,1090.0,21.2902,241477625254.0,185980083941698.0,1.53187390642605e+17,0.56343,0.6076,0.64164,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,arcuella,w
MJ05.0128-v_Post_g,v,Post,g,663610.0,3566.1791,1101.5313,1081.0,22.5037,243443521880.0,185593536355018.0,1.51590233363264e+17,0.5603,0.60496,0.63953,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,Heliconiinae,Heliconius,numata,arcuella,w
